id,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4409899328,,,W Ng,https://openalex.org/A5103146811,https://orcid.org/0000-0003-0062-1176,CH,Board of the Swiss Federal Institutes of Technology,https://openalex.org/I2799323385,True,cc-by,0.81641422,1,https://openalex.org/I2799323385,Empowering Music Educators with AI for Personalized Instruction,https://doi.org/10.31234/osf.io/tcv6g_v1,Seoul National University,4.77340731,,False,en,True,gold,,,,,,,Music Technology and Sound Studies,2025-04-28,2025,preprint
https://openalex.org/W3117042600,,,Köksal Apaydınlı,https://openalex.org/A5045161382,,TR,Ordu University,https://openalex.org/I64957398,True,,0.2647913,2,https://openalex.org/I64957398,Intelligent Tutoring Systems in Music Education,https://doi.org/10.33422/2nd.icfte.2019.12.856,,0.0,,False,en,True,gold,,,,,,,Intelligent Tutoring Systems and Adaptive Learning,2019-12-06,2019,article
https://openalex.org/W2270510788,,,Todd M. Gureckis|Bradley C. Love,https://openalex.org/A5083572203|https://openalex.org/A5069362336,https://orcid.org/0000-0002-7139-4778|https://orcid.org/0000-0002-7883-7076,|,,,True|False,,0.52956989,5,,Computational Reinforcement Learning,https://doi.org/10.1093/oxfordhb/9780199957996.013.5,,0.1943,,False,en,False,closed,Oxford University Press eBooks,https://openalex.org/P4310311648,Oxford University Press,https://openalex.org/S4306463708,,ebook platform,Mental Health Research Topics,2015-12-10,2015,book
https://openalex.org/W7136048948,,,Zijian Zhao,https://openalex.org/A5129372088,,,,,True,,0.94462914,0,,A Study on the Effects of AI-Based Classical Music Education on Learning Outcomes through the Mediating Effect of Self-Regulated Learning: The Moderating Effect of AI Feedback Reliability,https://doi.org/10.31152/jb.2026.02.11.1.191,,0.0,,False,en,False,closed,Journal of Business Convergence,,,https://openalex.org/S4210203819,2765-401X,journal,Diverse Interdisciplinary Research Innovations,2026-02-28,2026,article
https://openalex.org/W3128309772,2200,2200,Liza Lee|Ying-Sing Liu,https://openalex.org/A5015210139|https://openalex.org/A5067807289,https://orcid.org/0000-0002-4710-6123|https://orcid.org/0000-0002-3161-2136,TW|TW,Chaoyang University of Technology|National Taichung University of Education|Chaoyang University of Technology,https://openalex.org/I126145234|https://openalex.org/I34574549|https://openalex.org/I126145234,False|True,cc-by,0.75612642,13,https://openalex.org/I126145234,Use of Decision Trees to Evaluate the Impact of a Holistic Music Educational Approach on Children with Special Needs,https://doi.org/10.3390/su13031410,,1.1901,,False,en,True,gold,Sustainability,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S10134376,2071-1050,journal,Neuroscience and Music Perception,2021-01-29,2021,article
https://openalex.org/W4412496676,5000,,Lingxi Jin|Baicheng Lin|Mengze Hong|Hyo‐Jeong So|Kun Zhang,https://openalex.org/A5099776898||https://openalex.org/A5092758415|https://openalex.org/A5026147191|https://openalex.org/A5004007244,https://orcid.org/0009-0006-3653-4524|https://orcid.org/0009-0001-9233-2218|https://orcid.org/0009-0003-3188-4208|https://orcid.org/0000-0002-1713-9653|https://orcid.org/0009-0000-0334-1378,KR|KR|HK|KR|GB,Ewha Womans University|Sejong University|Hong Kong Polytechnic University|Ewha Womans University|University of the West of England,https://openalex.org/I138925566|https://openalex.org/I28777354|https://openalex.org/I14243506|https://openalex.org/I138925566|https://openalex.org/I178535277,True|False|False|False|False,,0.97402522,2,https://openalex.org/I138925566,Learning by Teaching: Enhancing Music Learning Through LLM-Based Teachable Agents,https://doi.org/10.1007/978-3-031-98462-4_19,,8.0171,,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Intelligent Tutoring Systems and Adaptive Learning,2025-01-01,2025,book-chapter
https://openalex.org/W4407001472,,,Jiang Qi,https://openalex.org/A5101165212,,,,,True,,0.58021279,1,,Learning Classical Music Through AI-Powered Practice Tools,https://doi.org/10.52710/mt.159,,0.2496,,False,en,False,closed,Membrane Technology,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S154719635,0958-2118,journal,Music Technology and Sound Studies,2024-12-30,2024,article
https://openalex.org/W7127044652,,,Huaijie Liu,https://openalex.org/A5124723225,,CN,Hebei University,https://openalex.org/I43337087,True,,0.99849341,1,https://openalex.org/I43337087,Research on the Application of AI in Music Education and Teaching in Primary and Secondary Schools,https://doi.org/10.71052/grb2025/imko7069,,332.0,,False,,True,bronze,Global Education Bulletin,,,https://openalex.org/S5407054824,3079-0298,journal,Diverse Music Education Insights,2026-01-15,2026,article
https://openalex.org/W4410905551,1150,1150,Chris Rhodes|Nico Garcia-Peguinho|Laura Beesley|Hongshuo Fan|Caroline Jay|Richard Allmendinger|Ricardo Climent,https://openalex.org/A5089998872|https://openalex.org/A5117778016|https://openalex.org/A5117778017|https://openalex.org/A5117778018|https://openalex.org/A5073224837|https://openalex.org/A5053181919|https://openalex.org/A5076695980,https://orcid.org/0000-0002-1899-8222||||https://orcid.org/0000-0002-6080-1382|https://orcid.org/0000-0003-1236-3143|https://orcid.org/0000-0002-0484-8055,GB|GB|GB|GB|GB|GB|GB,University of Manchester|University of Manchester|University of Manchester|Royal Northern College of Music|University of Manchester|University of Manchester|University of Manchester,https://openalex.org/I28407311|https://openalex.org/I28407311|https://openalex.org/I28407311|https://openalex.org/I185600836|https://openalex.org/I28407311|https://openalex.org/I28407311|https://openalex.org/I28407311,True|False|False|False|False|False|False,cc-by,0.80738909,1,https://openalex.org/I28407311,Ground truths: challenges and opportunities in developing an AI guitar assistant,https://doi.org/10.3389/fcomp.2025.1549335,,1.4296,,False,en,True,gold,Frontiers in Computer Science,https://openalex.org/P4310320527,Frontiers Media,https://openalex.org/S4210211086,2624-9898,journal,Interactive and Immersive Displays,2025-05-30,2025,article
https://openalex.org/W4402989150,2690,,Zhe Tong,https://openalex.org/A5074134492,https://orcid.org/0000-0001-9250-8140,CN,Northwest Normal University,https://openalex.org/I68986083,True,,0.77454296,3,https://openalex.org/I68986083,An Adaptive Neuro-Fuzzy Inference System for Assessing Student’s Attitudes Towards Vocal Music Instruction,https://doi.org/10.1007/s40815-024-01807-y,,1.0871,,False,en,False,closed,International Journal of Fuzzy Systems,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S18792341,1562-2479,journal,Music and Audio Processing,2024-09-30,2024,article
https://openalex.org/W4310893882,,,Pernilla Lagerlöf,https://openalex.org/A5020124518,https://orcid.org/0000-0001-7204-9469,SE,University of Gothenburg,https://openalex.org/I881427289,True,cc-by,0.83068783,1,https://openalex.org/I881427289,Interprofessional Dialogue and the Importance of Contextualising Children’s Participation: A Collaboration Between Different Disciplines Around New Technology,https://doi.org/10.1007/978-3-031-14583-4_8,,0.8495,,False,en,True,hybrid,International perspectives on early childhood education and development,https://openalex.org/P4310319965,Springer Nature,https://openalex.org/S4210210005,2468-8746,book series,Music Therapy and Health,2022-11-28,2022,book-chapter
https://openalex.org/W3008161134,2300,2300,Federico Fontana|Razvan Paisa|Roberto Ranon|Stefania Serafin,https://openalex.org/A5032661658|https://openalex.org/A5087922236|https://openalex.org/A5044088698|https://openalex.org/A5038011626,|https://orcid.org/0000-0002-3801-3793|https://orcid.org/0000-0002-9744-0197|https://orcid.org/0000-0001-6971-1132,IT|DK|IT|DK,University of Udine|Aalborg University|University of Udine|Aalborg University,https://openalex.org/I129043915|https://openalex.org/I891191580|https://openalex.org/I129043915|https://openalex.org/I891191580,True|False|False|False,cc-by,0.68141696,7,https://openalex.org/I129043915,Multisensory Plucked Instrument Modeling in Unity3D: From Keytar to Accurate String Prototyping,https://doi.org/10.3390/app10041452,NordForsk,0.5884,,False,en,True,gold,Applied Sciences,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S4210205812,2076-3417,journal,Music Technology and Sound Studies,2020-02-21,2020,article
https://openalex.org/W4366587710,,,Chris Rhodes|Richard Allmendinger|Caroline Jay|Ricardo Climent,https://openalex.org/A5089998872|https://openalex.org/A5053181919|https://openalex.org/A5073224837|https://openalex.org/A5076695980,https://orcid.org/0000-0002-1899-8222|https://orcid.org/0000-0003-1236-3143|https://orcid.org/0000-0002-6080-1382|https://orcid.org/0000-0002-0484-8055,GB|GB|GB|GB,University of Manchester|University of Manchester|University of Manchester|University of Manchester,https://openalex.org/I28407311|https://openalex.org/I28407311|https://openalex.org/I28407311|https://openalex.org/I28407311,True|False|False|False,cc-by,0.73754256,5,https://openalex.org/I28407311,Towards Developing a Virtual Guitar Instructor through Biometrics Informed Human-Computer Interaction,https://doi.org/10.1145/3544549.3582738,,0.9595,,False,en,True,green,,,,,,,Music and Audio Processing,2023-04-19,2023,article
https://openalex.org/W4320814278,,,Pedro Sarmento|Adarsh Kumar|Yuhua Chen|CJ Carr|Zack Zukowski|Mathieu Barthet,https://openalex.org/A5053322952|https://openalex.org/A5081065558|https://openalex.org/A5100384516|https://openalex.org/A5112345452|https://openalex.org/A5005643150|https://openalex.org/A5074494743,https://orcid.org/0000-0002-9215-4626|https://orcid.org/0000-0002-3350-151X|https://orcid.org/0000-0002-4124-1148|||https://orcid.org/0000-0002-9869-1668,|||||,,,True|False|False|False|False|False,cc-by-nc-nd,,1,,GTR-CTRL: Instrument and Genre Conditioning for Guitar-Focused Music Generation with Transformers,https://doi.org/10.48550/arxiv.2302.05393,UK Research and Innovation|Engineering and Physical Sciences Research Council,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Music Technology and Sound Studies,2023-02-10,2023,preprint
https://openalex.org/W4403350257,,,Yu Yu,https://openalex.org/A5105344883,https://orcid.org/0009-0004-9265-469X,,,,True,,0.68069766,2,,Research on the Design of Music Learning Singing System Based on Artificial Intelligence Feature Comparison,https://doi.org/10.1145/3691720.3691778,,0.6576,,False,en,False,closed,,,,,,,Music and Audio Processing,2024-07-19,2024,article
https://openalex.org/W4415043054,950,950,Jingyuan Tan|Clinton Chidiebere Anyanwu|Yaoping Liu|Sri Suryanti,|https://openalex.org/A5057406649|https://openalex.org/A5072752849|https://openalex.org/A5074167722,|https://orcid.org/0000-0002-5124-107X|https://orcid.org/0000-0001-5712-6868|https://orcid.org/0000-0002-0423-1469,TH|TH|TH|ID|TH,Rajamangala University of Technology Krungthep|Rajamangala University of Technology Krungthep|Rajamangala University of Technology Krungthep|Universitas Negeri Surabaya|Rajamangala University of Technology Krungthep,https://openalex.org/I4210094798|https://openalex.org/I4210094798|https://openalex.org/I4210094798|https://openalex.org/I23758234|https://openalex.org/I4210094798,False|True|False|False,cc-by,0.97647402,3,https://openalex.org/I4210094798,How anthropomorphic AI features affect music students’ acceptance: a study among Chinese undergraduates,https://doi.org/10.3389/feduc.2025.1649747,,8.4818,,False,en,True,gold,Frontiers in Education,https://openalex.org/P4310320527,Frontiers Media,https://openalex.org/S2596526815,2504-284X,journal,Flow Experience in Various Fields,2025-10-10,2025,article
https://openalex.org/W4396790527,2900,,Ying Zheng,https://openalex.org/A5071689912,https://orcid.org/0000-0001-9632-5739,CN,Sichuan University of Science and Engineering,https://openalex.org/I64852412,True,,0.91509035,8,https://openalex.org/I64852412,E-learning and speech dynamic recognition based on network transmission in music interactive teaching experience,https://doi.org/10.1016/j.entcom.2024.100716,,2.899,,False,en,False,closed,Entertainment Computing,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S185496201,1875-9521,journal,Music and Audio Processing,2024-05-01,2024,article
https://openalex.org/W4413266267,,,Aditya Dimas Dewanto|Ari Sugiharto,|https://openalex.org/A5047070668,|,ID|ID,Universitas Teknologi Yogyakarta|Universitas Teknologi Yogyakarta,https://openalex.org/I4210147600|https://openalex.org/I4210147600,True|False,cc-by-sa,0.98108844,1,https://openalex.org/I4210147600,Artificial Intelligence Applications in Piano Education : An Informatics-Based Literature Analysis,https://doi.org/10.62383/polygon.v3i4.700,,16.5552,,False,en,True,hybrid,Polygon Jurnal Ilmu Komputer dan Ilmu Pengetahuan Alam,,,https://openalex.org/S5407045831,3032-6249,journal,Diverse Music Education Insights,2025-07-31,2025,article
https://openalex.org/W4285005098,260,260,Peifan Yang|Xia Liu,https://openalex.org/A5055843121|https://openalex.org/A5100778439,|https://orcid.org/0000-0001-7190-5032,CN|CN,Cangzhou Normal University|Cangzhou Normal University,https://openalex.org/I4210112851|https://openalex.org/I4210112851,True|False,cc-by,0.77449244,8,https://openalex.org/I4210112851,Evaluation of Comprehensive Services of an Online Learning Platform Based on Artificial Intelligence,https://doi.org/10.3991/ijet.v17i13.32797,,0.8332,,False,en,True,gold,International Journal of Emerging Technologies in Learning (iJET),https://openalex.org/P4310313744,kassel university press,https://openalex.org/S15272795,1863-0383,journal,Educational Technology and Pedagogy,2022-07-11,2022,article
https://openalex.org/W4405626366,,,Mayank Sanganeria|Rohan Gala,https://openalex.org/A5115560634|https://openalex.org/A5115560635,|,|,,,True|False,,,3,,Tuning Music Education: AI-Powered Personalization in Learning Music,https://doi.org/10.48550/arxiv.2412.13514,,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Music Technology and Sound Studies,2024-12-18,2024,preprint
https://openalex.org/W4399857661,2900,,Xiaoshan Zhou,https://openalex.org/A5101377802,,CN,Chongqing Normal University,https://openalex.org/I126924076,True,,0.80469418,5,https://openalex.org/I126924076,Entertainment performance robots application in music network classroom based on speech sensor recognition and artificial intelligence,https://doi.org/10.1016/j.entcom.2024.100782,,1.2682,,False,en,False,closed,Entertainment Computing,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S185496201,1875-9521,journal,Human Pose and Action Recognition,2024-06-20,2024,article
https://openalex.org/W4400524328,,,Tania Ayu Sekar Arum|Deden Witarsyah Jacob,https://openalex.org/A5103307652|https://openalex.org/A5061337756,|https://orcid.org/0000-0001-8102-0326,ID|ID,Telkom University|Telkom University,https://openalex.org/I862893732|https://openalex.org/I862893732,True|False,cc-by-sa,0.92783934,1,https://openalex.org/I862893732,Exploring Innovative Music Teaching Management Systems: A Systematic Literature Review,https://doi.org/10.46799/jsa.v5i7.1302,,4.932,,False,en,True,diamond,Jurnal Syntax Admiration,,,https://openalex.org/S4210210936,2722-5356,journal,Diverse Music Education Insights,2024-07-11,2024,article
https://openalex.org/W4410428836,,,Jian Li|Fei Yan,https://openalex.org/A5009435309|https://openalex.org/A5060187447,https://orcid.org/0000-0003-1259-1381|https://orcid.org/0000-0001-9071-6210,|,,,True|False,,0.90790054,1,,Research on AI Music Teaching Evaluation Model Based on Deep Learning,https://doi.org/10.1109/dapic66097.2025.00059,,2.8414,,False,en,False,closed,,,,,,,Educational Technology and Pedagogy,2025-02-26,2025,article
https://openalex.org/W4404600308,,,Yuna Chen|Abdul Rahman Safian,https://openalex.org/A5041434115|https://openalex.org/A5030887973,|https://orcid.org/0009-0004-5864-974X,|,,,True|False,cc-by,0.97617893,2,,A Review of Online Learning Pedagogy and Vocal Music Education,https://doi.org/10.6007/ijarbss/v14-i11/23561,,9.7384,,False,en,True,diamond,International Journal of Academic Research in Business and Social Sciences,,,https://openalex.org/S4210209736,2222-6990,journal,Diverse Music Education Insights,2024-11-19,2024,review
https://openalex.org/W2556665284,,,Kento Ohtani|Kenta Niwa|Kazuya Takeda,https://openalex.org/A5110527908|https://openalex.org/A5046170826|https://openalex.org/A5042118446,|https://orcid.org/0000-0002-6911-0238|https://orcid.org/0000-0002-0330-1787,JP||JP,Nagoya University||Nagoya University,https://openalex.org/I60134161||https://openalex.org/I60134161,True|False|False,,0.13743003,1,https://openalex.org/I60134161,AI framework to arrange audio objects according to listener preferences,https://doi.org/10.1121/1.4969523,,0.0,,False,en,False,closed,The Journal of the Acoustical Society of America,https://openalex.org/P4310320226,Acoustical Society of America,https://openalex.org/S11296630,0001-4966,journal,Music and Audio Processing,2016-10-01,2016,article
https://openalex.org/W3123311573,,,Rafael Ramírez|George Waddell,https://openalex.org/A5030098068|https://openalex.org/A5057933776,https://orcid.org/0000-0002-3294-0764|https://orcid.org/0000-0001-9715-2753,ES|GB,Pompeu Fabra University|Royal College of Music,https://openalex.org/I170486558|https://openalex.org/I136605902,True|False,,0.58212878,2,https://openalex.org/I170486558,Technology-Enhanced Learning of Performance,https://doi.org/10.1093/oxfordhb/9780190058869.013.24,,0.2798,,False,en,False,closed,Oxford University Press eBooks,https://openalex.org/P4310311648,Oxford University Press,https://openalex.org/S4306463708,,ebook platform,Music Technology and Sound Studies,2022-03-18,2022,book-chapter
https://openalex.org/W7138974343,,,Anca Preda-Uliţă,https://openalex.org/A5008585892,,,,,True,,0.90493834,1,,AI and Metacognition in Instrumental Performance: An Integrative Model for Critical Thinking / Inteligența artificială și metacogniția în interpretarea instrumentală: Un model de integrare a gândirii critice,https://doi.org/10.47809/ictmf.2025.01.04,,1.9366,,False,,True,bronze,Tehnologii informatice și de comunicație în domeniul muzical / Information and communication Technologies in Musical Field,,,https://openalex.org/S4210186270,2067-9408,journal,Creativity in Education and Neuroscience,2025-04-14,2025,article
https://openalex.org/W4403827087,,,Shanni Li,https://openalex.org/A5018718612,,CN,China West Normal University,https://openalex.org/I16351329,True,,0.77472657,4,https://openalex.org/I16351329,Multimodal Data Fusion Method for Music Education Evaluation: Comprehensive Application of Image Processing and Audio Analysis,https://doi.org/10.1109/ici3c60830.2023.00042,,0.696,,False,en,False,closed,,,,,,,Educational Technology and Pedagogy,2023-12-16,2023,article
https://openalex.org/W4409165581,,,Christine Greyson,https://openalex.org/A5116928693,,,,,True,,,1,,Regulatory Challenges and Ethical Considerations of AI-Generated Content in the Music Industry,https://doi.org/10.2139/ssrn.5125914,,,,False,en,True,green,SSRN Electronic Journal,https://openalex.org/I1318003438,RELX Group (Netherlands),https://openalex.org/S4210172589,1556-5068,repository,"Law, AI, and Intellectual Property",2025-01-01,2025,preprint
https://openalex.org/W4408575154,2000,2000,Jiangang Chen|Junbo Han|Pei Su|G. Tong Zhou,https://openalex.org/A5115603090|https://openalex.org/A5019230010|https://openalex.org/A5073577823|https://openalex.org/A5108520039,https://orcid.org/0000-0003-3050-3592|https://orcid.org/0000-0002-5072-4897||,CN|CN|CN|CN,Beijing Normal University|Xi'an Physical Education University|Beijing Normal University|Beijing Normal University|Beijing Normal University,https://openalex.org/I25254941|https://openalex.org/I4210095228|https://openalex.org/I25254941|https://openalex.org/I25254941|https://openalex.org/I25254941,True|False|False|False,cc-by,0.9188078,3,https://openalex.org/I25254941|https://openalex.org/I4210095228,Framework for Groove Rating in Exercise-Enhancing Music Based on a CNN–TCN Architecture with Integrated Entropy Regularization and Pooling,https://doi.org/10.3390/e27030317,National Natural Science Foundation of China,3.7078,https://pubmed.ncbi.nlm.nih.gov/40149241,False,en,True,gold,Entropy,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S195231649,1099-4300,journal,Neuroscience and Music Perception,2025-03-18,2025,article
https://openalex.org/W4316829766,,,Josue Casco-Rodriguez,https://openalex.org/A5068384228,,,,,True,cc-by,,1,,Rock Guitar Tablature Generation via Natural Language Processing,https://doi.org/10.48550/arxiv.2301.05295,,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Music and Audio Processing,2023-01-12,2023,preprint
https://openalex.org/W4412967048,,,Olena Aliksiichuk|Tetiana Borysova|Zhanna Kartashova|Олена Михайлівна Прядко|Mariia Kuziv|Svitlana Chaban-Chaika,https://openalex.org/A5061147499|https://openalex.org/A5101633390|https://openalex.org/A5081120740|https://openalex.org/A5065667010|https://openalex.org/A5036469077|https://openalex.org/A5024961148,https://orcid.org/0000-0003-2494-8173|https://orcid.org/0000-0002-5831-4745|https://orcid.org/0000-0001-7368-9249|https://orcid.org/0000-0003-0728-976X||https://orcid.org/0000-0002-1755-3141,UA|UA|UA|UA|UA|UA,Kamianets-Podіlskyi Ivan Ohiienko National University|Kamianets-Podіlskyi Ivan Ohiienko National University|Kamianets-Podіlskyi Ivan Ohiienko National University|Kamianets-Podіlskyi Ivan Ohiienko National University|Kamianets-Podіlskyi Ivan Ohiienko National University|Kamianets-Podіlskyi Ivan Ohiienko National University,https://openalex.org/I3132613009|https://openalex.org/I3132613009|https://openalex.org/I3132613009|https://openalex.org/I3132613009|https://openalex.org/I3132613009|https://openalex.org/I3132613009,True|False|False|False|False|False,cc-by-nc,0.97496353,3,https://openalex.org/I3132613009,Modern Digital Approaches to Training Music Teachers: Evolution from Classical to Interactive,https://doi.org/10.63931/ijchr.v7isi1.201,,8.7153,,False,en,True,diamond,International Journal on Culture History and Religion,,,https://openalex.org/S5407044933,3028-1318,journal,Educational Innovations and Challenges,2025-07-19,2025,article
https://openalex.org/W4312172304,1200,1200,Sofian Audry|Victor Drouin-trempe|Ola Siebert,https://openalex.org/A5084818965|https://openalex.org/A5058571977|https://openalex.org/A5037155634,https://orcid.org/0000-0001-6621-6427|https://orcid.org/0000-0002-3394-5698|,CA|CA|CA,Université du Québec à Montréal|Université du Québec à Montréal|Université du Québec à Montréal,https://openalex.org/I159129438|https://openalex.org/I159129438|https://openalex.org/I159129438,True|False|True,cc-by,0.12201708,1,https://openalex.org/I159129438,The Strangest Music in the World: Self-Supervised Creativity and Nostalgia for the Future in Robotic Rock Band “The Three Sirens”,https://doi.org/10.3390/arts12010002,Fonds de Recherche du Québec-Société et Culture,0.0,,False,en,True,gold,Arts,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S4210232029,2076-0752,journal,Music Technology and Sound Studies,2022-12-23,2022,article
https://openalex.org/W4400691362,,,Ahmed Abatal|Hasnaa Rezki|Ahmed Elhamal|Adil Korchi,https://openalex.org/A5090280701|https://openalex.org/A5104619420|https://openalex.org/A5104604214|https://openalex.org/A5008334301,https://orcid.org/0000-0002-5215-3602|||https://orcid.org/0000-0001-6514-6746,|||,,,True|False|False|False,cc-by,0.64861371,1,,Analysis of Human Movement Learning Using Machine Learning Techniques,https://doi.org/10.13189/saj.2024.120404,,0.3616,,False,en,True,diamond,International journal of human movement and sports sciences,,,https://openalex.org/S4393918596,2381-4381,journal,Neural Networks and Applications,2024-07-01,2024,article
https://openalex.org/W4403250531,3710,,Chaoyi Luo|Pengbin Tang|Yuqi Ma|Dongjin Huang,https://openalex.org/A5053873558|https://openalex.org/A5057387873||https://openalex.org/A5101940255,https://orcid.org/0009-0001-5560-6101|https://orcid.org/0000-0002-3800-0861|https://orcid.org/0009-0005-9638-4778|https://orcid.org/0000-0002-6232-193X,CN|CH|CN|CN,Shanghai University|Shanghai Open University|ETH Zurich|Shanghai University|Shanghai Open University|Shanghai University|Shanghai Open University,https://openalex.org/I113940042|https://openalex.org/I4210111163|https://openalex.org/I35440088|https://openalex.org/I113940042|https://openalex.org/I4210111163|https://openalex.org/I113940042|https://openalex.org/I4210111163,False|False|False|True,,0.52873535,1,https://openalex.org/I113940042|https://openalex.org/I4210111163,Learning to Play Guitar with Robotic Hands,https://doi.org/10.1111/cgf.15166,,0.2381,,False,en,False,closed,Computer Graphics Forum,https://openalex.org/P4310320595,Wiley,https://openalex.org/S67831204,0167-7055,journal,Music Technology and Sound Studies,2024-10-09,2024,article
https://openalex.org/W2892051461,,,Dimos Makris|Μάξιμος Καλιακάτσος-Παπακώστας|Katia Lida Kermanidis,https://openalex.org/A5045850355|https://openalex.org/A5001450313|https://openalex.org/A5002938093,https://orcid.org/0000-0002-4556-4227|https://orcid.org/0000-0002-9062-9915|https://orcid.org/0000-0002-3270-5078,GR||,Ionian University||,https://openalex.org/I187792471||,True|False|False,,,3,https://openalex.org/I187792471,DeepDrum: An Adaptive Conditional Neural Network,https://doi.org/10.48550/arxiv.1809.06127,,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Music and Audio Processing,2018-09-17,2018,preprint
https://openalex.org/W3183988670,5000,,Yi Lu|Tao Huang|Jian Liu|Jiangtao Gong,https://openalex.org/A5075987954|https://openalex.org/A5104077045|https://openalex.org/A5100414706|https://openalex.org/A5089973290,https://orcid.org/0000-0002-4286-3109|https://orcid.org/0000-0002-5242-3481|https://orcid.org/0000-0002-8331-0834|https://orcid.org/0000-0002-4310-1894,CN|CN|CN|CN,Beijing University of Technology|Beijing University of Technology|Beijing University of Technology|Lenovo (China),https://openalex.org/I37796252|https://openalex.org/I37796252|https://openalex.org/I37796252|https://openalex.org/I4210156165,True|False|False|False,,0.78043822,4,https://openalex.org/I37796252,Design of Children’s Entertainment and Education Products Based on AR Technology,https://doi.org/10.1007/978-3-030-77943-6_19,,1.0526,,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Augmented Reality Applications,2021-01-01,2021,book-chapter
https://openalex.org/W4280617437,2100,2100,Linlin Qi|Na Liu,https://openalex.org/A5057183011|https://openalex.org/A5042221966,https://orcid.org/0000-0002-6900-9746|https://orcid.org/0000-0001-8073-7915,CN|CN,Henan Forestry Vocational College|Zhoukou Normal University,https://openalex.org/I4210146584|https://openalex.org/I4210093674,False|True,cc-by,0.62933622,5,https://openalex.org/I4210093674,Music Singing Based on Computer Analog Piano Accompaniment and Digital Processing for 5G Industrial Internet of Things,https://doi.org/10.1155/2022/4489301,,0.5952,,True,en,True,hybrid,Mobile Information Systems,https://openalex.org/P4310318577,IOS Press,https://openalex.org/S152111507,1574-017X,journal,Music and Audio Processing,2022-05-11,2022,article
https://openalex.org/W4410252289,4440,,Chenchen Liu|Haijie Wang|Xiaoqing Gu,https://openalex.org/A5100767204|https://openalex.org/A5101468653|https://openalex.org/A5088470075,https://orcid.org/0000-0001-9522-8312|https://orcid.org/0000-0002-5447-1567|https://orcid.org/0000-0001-8256-5408,CN|CN|CN,Wenzhou University|Central China Normal University|East China Normal University,https://openalex.org/I146620803|https://openalex.org/I40963666|https://openalex.org/I66867065,False|False|True,,0.85998771,1,https://openalex.org/I66867065,"From access to mastery: Integrating AI in blended learning for equitable, inclusive, and accessible music theory educations",https://doi.org/10.1016/j.iheduc.2025.101018,East China Normal University,1.618,,False,en,False,closed,The Internet and Higher Education,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S166850901,1096-7516,journal,Online Learning and Analytics,2025-05-10,2025,article
https://openalex.org/W4295955466,1400,1400,Rui Dong,https://openalex.org/A5010510652,https://orcid.org/0000-0002-7858-761X,CN,North University of China,https://openalex.org/I135714990,True,cc-by,0.42764553,2,https://openalex.org/I135714990,[Retracted] Music Teaching Management and Music Culture Communication Environment Based on Ergonomics,https://doi.org/10.1155/2022/4186092,,0.1635,https://pubmed.ncbi.nlm.nih.gov/36159769,True,en,True,hybrid,Journal of Environmental and Public Health,https://openalex.org/P4310319869,Hindawi Publishing Corporation,https://openalex.org/S11392764,1687-9805,journal,Mechanics and Biomechanics Studies,2022-01-01,2022,article
