title,abstract,authors,year,doi,source,include_title_screening,exclusion_reason,url,publisher,cites,objectives,study_design,ai_techniques,data_sources,feedback_type,performance_dimensions,results,limitations,future_work,participants,evaluation_metrics,publication_type,country
Self-supervised learning: A succinct review,"… is a subset of machine learning in which an agent learns from trial-and-error feedback [12]. … For example, two people want to learn how to play the guitar. One has no musical knowledge…","V Rani, ST Nabi, M Kumar, A Mittal, K Kumar",2023,10.1007/s11831-023-09884-2,Google Scholar,yes,,https://link.springer.com/article/10.1007/s11831-023-09884-2,Springer,309,,,,,,,,,,,,,
MBBOS-GCN: Minimum bounding box over-segmentation—Graph convolution 3D point cloud deep learning model,… The deep learning model in this paper is built and run based on the TensorFlow deep learning framework using Ubntu 18.04 operating system. The computer is specifically configured …,"D Zhan, D Liang, H Jin, X Wu",2022,10.1117/1.JRS.16.016502.short,Google Scholar,yes,,https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-16/issue-1/016502/MBBOS-GCN--minimum-bounding-box-over-segmentationgraph-convolution-3D/10.1117/1.JRS.16.016502.short,spiedigitallibrary.org,6,,,,,,,,,,,,,
Beginning deep learning with tensorflow,"… is the design idea of algorithms, and deep learning frameworks are just our tools for implementing algorithms. In the following, we will demonstrate the three core functions of the …","L Long, Z Xiangming",2022,10.1007/978-1-4842-7915-1,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-7915-1.pdf,Springer,19,,,,,,,,,,,,,
Computer Vision Using Deep Learning,"… blogs or working on projects, he likes to go on long walks or play his acoustic guitar. … and Deep Learning are allowing us to further enhance the innovative buckets. Using Deep Learning…",V Verdhan,2021,10.1007/978-1-4842-6616-8,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-6616-8.pdf,Springer,33,,,,,,,,,,,,,
'From metalheads to jazz fanatics': Experiences of deep learning across collaborative music-making contexts in Norwegian upper secondary schools,"… deep learning in collaborative music-making contexts, examining the experiences of nine electric guitar … , active engagement and critical evaluation, leading to deeper understanding …",G Storsve,2025,10.1386/jpme_00162_1,Google Scholar,yes,,https://intellectdiscover.com/content/journals/10.1386/jpme_00162_1,intellectdiscover.com,1,,,,,,,,,,,,,
GuitarPie: Using the Fretboard of an Electric Guitar for Audio-Based Pie Menu Interaction,"… In the recent years, the uptake of deep learning techniques led to many robust monophonic and … Our qualitative evaluation solely focuses on how guitarists learn and use GuitarPie, …","F Heyen, M Labudda, M Sedlmair, ...",2025,10.1145/3746059.3747799,Google Scholar,yes,,https://dl.acm.org/doi/abs/10.1145/3746059.3747799,dl.acm.org,1,,,,,,,,,,,,,
Predicting Ecological Footprints in India Using Machine Learning Techniques,"… The function can be compared to tuning a guitar to find the perfect sound, where one tries … Considering the performance in the evaluation data set, the RF model performs well among …","R Mukherjee, S Singh, V Akram",2025,10.1177/23210222251371388,Google Scholar,yes,,https://journals.sagepub.com/doi/abs/10.1177/23210222251371388,journals.sagepub.com,1,,,,,,,,,,,,,
A review of neural network-based emulation of guitar amplifiers,… amplifier emulation will be presented along with an evaluation of the approaches as well as their … Machine Learning (ML) methods have also been proposed for the emulation of guitar …,"T Vanhatalo, P Legrand, M Desainte-Catherine, ...",2022,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/12/12/5894,mdpi.com,31,,,,,,,,,,,,,
Real-time percussive technique recognition and embedding learning for the acoustic guitar,"… Our method relies on deep learning to develop recognition and embedding learning of guitar body … us to pursue a further type of behavioural evaluation with guitar players. In particular, …","A Martelloni, AP McPherson, M Barthet",2023,,Google Scholar,yes,,https://arxiv.org/abs/2307.07426,arxiv.org,9,,,,,,,,,,,,,
Observations on Guitar Music Produced by AI Reverberation and Professional Sound Engineers,… Artificial intelligence (AI) technologies have been applied in music … of evaluation on human-processed reverberation increases with the assessment of Clarity while the evaluation on AI-…,"M CHEN, PM LINDBORG",2023,,Google Scholar,yes,,http://www.ijmsta.com/Vol_5_1_Papers/IJMSTA_Paper_1.pdf,ijmsta.com,2,,,,,,,,,,,,,
Towards playing in the'Air': Modeling motion-sound energy relationships in electric guitar performance using deep neural networks,"… Air Guitar [4] and the Virtual Slide Guitar [5]. There are also more recent examples of using deep learning … Although no systematic evaluation has taken place, our sonification experiment …","C Erdem, Q Lan, J Fuhrer, C Martin, J Torresen, ...",2020,,Google Scholar,yes,,https://openresearch-repository.anu.edu.au/items/2752e22c-a94c-4fa5-a0ec-c670d6c19223,openresearch-repository.anu.edu.au,10,,,,,,,,,,,,,
Guitar effects recognition and parameter estimation with convolutional neural networks,"… to develop a deep learning model capable of recognising which specific guitar pedal effect … and bass recordings on recognition of 11 different effects: feedback and slapback delay, …","M Comunità, D Stowell, JD Reiss",2020,,Google Scholar,yes,,https://arxiv.org/abs/2012.03216,arxiv.org,34,,,,,,,,,,,,,
Separation of electric guitar sound based on stacked recurrent neural network,"… The generated extraction results were compared with clean electric guitar sounds. Although the results remained far from complete extractions, the objective performance evaluation …","WH Lai, SL Wang",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9382435/,ieeexplore.ieee.org,4,,,,,,,,,,,,,
Spectral–temporal receptive field-based descriptors and hierarchical cascade deep belief network for guitar playing technique classification,"… features from guitar sounds. This work applies a supervised deep learning approach to classify … The evaluation results are reported in terms of F-score at the clip-level, and the F-score is …","CY Wang, PC Chang, JJ Ding, TC Tai, ...",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9198935/,ieeexplore.ieee.org,15,,,,,,,,,,,,,
A data-driven methodology for considering feasibility and pairwise likelihood in deep learning based guitar tablature transcription systems,"… two are used for validation and evaluation, respectively. Within each fold, the criterion for choosing the model checkpoint to evaluate on the evaluation split is the checkpoint with the …","F Cwitkowitz, J Driedger, Z Duan",2022,,Google Scholar,yes,,https://arxiv.org/abs/2204.08094,arxiv.org,11,,,,,,,,,,,,,
Leveraging Real Electric Guitar Tones and Effects to Improve Robustness in Guitar Tablature Transcription Modeling,"… guitar tones played with different audio effects. We evaluate our approach on a new evaluation dataset with professional solo guitar … have been achieved through deep learning models, …","H Pedroza, W Abreu, R Corey, I Roman",2024,,Google Scholar,yes,,https://arxiv.org/abs/2405.14679,arxiv.org,7,,,,,,,,,,,,,
Guitar chord sensing and recognition using multi-task learning and physical data augmentation with robotics,"… considerable improvement using deep learning based models in … (MTL) model for a guitar chord recognition task, where the … In Section 5, the evaluation metrics and set of experiments …","G Byambatsogt, L Choimaa, G Koutaki",2020,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/20/21/6077,mdpi.com,15,,,,,,,,,,,,,
Note and playing technique transcription of electric guitar solos in real-world music performance,"… With the rapid development of deep learning techniques in … we follow the convention of AMT evaluation [28] and report both … For playing technique evaluation, we compare the proposed …","TS Huang, PC Yu, L Su",2023,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10095225/,ieeexplore.ieee.org,10,,,,,,,,,,,,,
Musical instrument identification using deep learning approach,"… The results of the evaluation of the trained network on a separate set are shown. Detailed … The model efficiency is high, with the metric values ranging from 0.86 for the guitar to 0.99 …","M Blaszke, B Kostek",2022,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/22/8/3033,mdpi.com,51,,,,,,,,,,,,,
A novel approach for improving guitarists' performance using motion capture and note frequency recognition,"… The sections below detail the evaluation of each machine learning algorithm when trained … In this paper, we developed a guitar teaching system that provides real-time feedback for …","WH Elashmawi, J Emad, A Serag, K Khaled, A Yehia, ...",2023,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/13/10/6302,mdpi.com,5,,,,,,,,,,,,,
Recognizing guitar effects and their parameter settings,"… Especially combined with more advanced deep learning … be possible, training novice guitar players to choose their … This database was also used as training and evaluation set for this …","H Jürgens, R Hinrichs, J Ostermann",2020,,Google Scholar,yes,,https://dafx.de/paper-archive/2020/proceedings/papers/DAFx2020_paper_2.pdf,dafx.de,16,,,,,,,,,,,,,
Towards automatic transcription of polyphonic electric guitar music: A new dataset and a multi-loss transformer model,"… evaluation on this dataset and a separate set of real-world recordings demonstrate the influence of timbre on the accuracy of guitar … , with few deep learning based attempts to date. To …","YH Chen, WY Hsiao, TK Hsieh, ...",2022,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9747697/,ieeexplore.ieee.org,31,,,,,,,,,,,,,
Synthtab: Leveraging synthesized data for guitar tablature transcription,"… guitar audio dataset with tablature annotations, SynthTab paves the way for training larger and more complex machine learning … , cross-dataset evaluation is especially important for GTT…","Y Zang, Y Zhong, F Cwitkowitz, ...",2024,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10447902/,ieeexplore.ieee.org,23,,,,,,,,,,,,,
Automatic classification of instruments from supervised methods of machine learning,… descriptors and artificial intelligence techniques can make … ) are used to categorize acoustic guitar and bass sounds in a … Comparative evaluation of various mfcc implementations on …,"R Vieira, JT Araújo, E Batista, ...",2021,,Google Scholar,yes,,https://sol.sbc.org.br/index.php/sbcm/article/view/19418,sol.sbc.org.br,3,,,,,,,,,,,,,
Quantifying the Ease of Playing Song Chords on the Guitar.,"… simple deep learning models trained on chord symbols and textual representations of guitar … We requested and incorporated feedback on the updated rubric from two musical experts, …","MAV Vásquez, M Baelemans, J Driedger, WH Zuidema, ...",2023,,Google Scholar,yes,,https://www.researchgate.net/profile/Marcel-Velez-2/publication/390555145_Quantifying_the_ease_of_playing_song_chords_on_the_guitar/links/67f688f29b1c6c487785417c/Quantifying-the-ease-of-playing-song-chords-on-the-guitar.pdf,researchgate.net,11,,,,,,,,,,,,,
Augmented reality to facilitate learning of the acoustic guitar,"… deep learning that require complicated cognitive processes. … In terms of the technical part of the evaluation, as expected, … article and obtained a similar evaluation of the usability of the …","J Martin-Gutierrez, MS Del Rio Guerra, V Lopez-Chao, ...",2020,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/10/7/2425,mdpi.com,25,,,,,,,,,,,,,
Bassnet: A variational gated autoencoder for conditional generation of bass guitar tracks with learned interactive control,"… Deep learning has given AI-based methods for music … BassNet, a deep learning model for generating bass guitar tracks based on … We perform further evaluation by training the BassNet …","M Grachten, S Lattner, E Deruty",2020,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/10/18/6627,mdpi.com,28,,,,,,,,,,,,,
Performance enhancement of KNN classifier for guitar chord tonality classification,… In this paper we have attempted to recognize the guitar chords … (kNearest Neighbour) machine learning algorithm and have … are extensively compared for performance analysis[12] for …,"N Sharma, S Sharma",2023,,Google Scholar,yes,,https://www.researchgate.net/profile/Nipun-Sharma-17/publication/368666722_Performance_Enhancement_of_KNN_Classifier_for_Guitar_Chord_Tonality_Classification/links/63f470f657495059452fef7b/Performance-Enhancement-of-KNN-Classifier-for-Guitar-Chord-Tonality-Classification.pdf,researchgate.net,8,,,,,,,,,,,,,
Neural modelling of audio effects,"… Neural networks and other machine learning based … reviewing the thesis and providing valuable feedback, and Prof. Josh … The invention of transistors quickly led to transistorised guitar …",A Wright,2023,,Google Scholar,yes,,https://aaltodoc.aalto.fi/items/f376f16e-982a-485e-8412-1cb8362f9908,aaltodoc.aalto.fi,1,,,,,,,,,,,,,
Predicting the acoustics of archtop guitars using an ai-based algorithm trained on fem simulations,"… We demonstrate that machine learning is effective in … We then used the guitar body as a splitting tool to divide the … Obviously, a network that has enough expressivity to learn the mobility …","G Longo, JS Gonzalez, F Antonacci, ...",2023,,Google Scholar,yes,,https://re.public.polimi.it/bitstream/11311/1276074/1/Predicting%20the%20Acoustics%20of%20Archtop%20Guitars%20using%20an%20AI-based%20Algorithm%20trained%20on%20FEM%20Simulations.pdf,re.public.polimi.it,4,,,,,,,,,,,,,
Improving unsupervised clean-to-rendered guitar tone transformation using GANs and integrated unaligned clean data,"… Thanks to advancements in deep learning, neural networks have been utilized in several … We consider the following three metrics for objective evaluation. Error-to-signal ratio (ESR) is a …","YH Chen, W Choi, WH Liao, ...",2024,,Google Scholar,yes,,https://arxiv.org/abs/2406.15751,arxiv.org,6,,,,,,,,,,,,,
Distortion recovery: A two-stage method for guitar effect removal,"… tween the realms of signal processing and machine learning. Deep neural networks (DNNs) … Moreover, through a comprehensive evaluation employing a broad mix of VST plugins, we …","YS Lee, YP Peng, JT Wu, M Cheng, L Su, ...",2024,,Google Scholar,yes,,https://arxiv.org/abs/2407.16639,arxiv.org,4,,,,,,,,,,,,,
A decision-support system for assessing the function of machine learning and artificial intelligence in music education for network games,"… machine learning are being used to improve music teaching. Furthermore, by employing these methods, the sounds in games can be made more efficient and effective. Evaluation … guitar…","ZH Yun, Y Alshehri, N Alnazzawi, I Ullah, ...",2022,,Google Scholar,yes,,https://search.proquest.com/openview/440788b67c7250184bb31875ac62a6f6/1?pq-origsite=gscholar&cbl=2043697,search.proquest.com,36,,,,,,,,,,,,,
Neural Networks for Real-Time Digital Emulation of Guitar Speaker Cabinet Impulse Response,"… It can be done by convolving the guitar signal with pre-… IR-GAN [1] is one of the research that employs deep learning to … including the architecture, the evaluation metrics, and real…","T Sinjanakhom, S Chivapreecha",2022,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9727233/,ieeexplore.ieee.org,0,,,,,,,,,,,,,
Proggp: from guitarpro tablature neural generation to progressive metal production,"… using a mixed method evaluation approach, combining … was a single low E note on guitar and bass guitar, and a kick and cymbal … We have presented a deep learning model capable of …","J Loth, P Sarmento, CJ Carr, Z Zukowski, ...",2023,,Google Scholar,yes,,https://arxiv.org/abs/2307.05328,arxiv.org,15,,,,,,,,,,,,,
"Exploring relationships between effort, motion, and sound in new musical instruments","… Hitting a guitar string is an example of what we call motion, … We see that deep learning can be particularly useful when … , and an evaluation of various machine learning configurations. …","Ç Erdem, Q Lan, AR Jensenius",2020,,Google Scholar,yes,,https://www.ht.csr-pub.eu/index.php/ht/article/view/236,ht.csr-pub.eu,18,,,,,,,,,,,,,
DadaGP: A dataset of tokenized GuitarPro songs for sequence models,"… We discuss other relevant use cases for the dataset (guitar-… have boomed by leveraging deep learning approaches, or aiming … As a simple evaluation metric, we focused on the notion of …","P Sarmento, A Kumar, CJ Carr, Z Zukowski, ...",2021,,Google Scholar,yes,,https://arxiv.org/abs/2107.14653,arxiv.org,56,,,,,,,,,,,,,
A comparison of deep learning methods for timbre analysis in polyphonic automatic music transcription,"… The most recent and best-performing methods such as CREPE [12], use deep learning approaches to address the f0 estimation by converting the input signal into spectrograms and …","C Hernandez-Olivan, I Zay Pinilla, C Hernandez-Lopez, ...",2021,,Google Scholar,yes,,https://www.mdpi.com/2079-9292/10/7/810,mdpi.com,30,,,,,,,,,,,,,
Sensing control parameters of flute from microphone sound based on machine learning from robotic performer,… feedback allows the learner to determine whether the performer is in the proper posture and bowing position. This study shows that vibration feedback is … Development of guitar playing …,"J Kuroda, G Koutaki",2022,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/22/5/2074,mdpi.com,7,,,,,,,,,,,,,
Music generation using deep learning and generative AI: a systematic review,"… the most prominent deep learning architectures like Generative … methods, evaluation metrics, and future research directions. … one paper explored the use of guitar tabs to generate music …","R Mitra, I Zualkernan",2025,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10845168/,ieeexplore.ieee.org,19,,,,,,,,,,,,,
End-to-end amp modeling: from data to controllable guitar amplifier models,"This paper describes a data-driven approach to creating real-time neural network models of guitar amplifiers, recreating the amplifiers’ sonic response to arbitrary inputs at the full range …","L Juvela, EP Damskägg, A Peussa, ...",2023,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10094769/,ieeexplore.ieee.org,17,,,,,,,,,,,,,
Estimation and tonal analysis of the angle of attack in a classical guitar performance,… Performance Evaluation To improve the estimation accuracy at the expense of … Machine learning methods for estimating the excitation point on a plucked string of a classical guitar…,"CT Tolentino, F De Leon",2021,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9707361/,ieeexplore.ieee.org,1,,,,,,,,,,,,,
ShredGP: Guitarist style-conditioned tablature generation,"… In order to assess the idiosyncrasies of each guitar player, we adopt a … The task of music generation with deep learning has been … Regarding the evaluation of our generative results, we …","P Sarmento, A Kumar, D Xie, CJ Carr, ...",2023,,Google Scholar,yes,,https://arxiv.org/abs/2307.05324,arxiv.org,14,,,,,,,,,,,,,
Identification of rhythm guitar sections in symbolic tablatures,"… Leave-one-piece-out evaluation Training a machine learning model is often performed by splitting the dataset into a training set and a validation set. As bars can highly repeat, in …","D Régnier, N Martin, L Bigo",2021,,Google Scholar,yes,,https://hal.science/hal-03335822/,hal.science,12,,,,,,,,,,,,,
Using mechanical metamaterials in guitar top plates: a numerical study,"… plate of a classical guitar is a feasible … guitar, and not a given. Using the material as a design parameter could open a realm of possibilities, mostly when used with artificial intelligence …","M Lercari, S Gonzalez, C Espinoza, G Longo, ...",2022,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/12/17/8619,mdpi.com,18,,,,,,,,,,,,,
Interactive Learning of Microtiming in an Expressive Drum Machine,"… To obtain the effect, we expanded the guitar offset detection … While our evaluation supports this intuition, it remains an open … In Neurips 2018 workshop on machine learning for creativity …",G Burloiu,2020,,Google Scholar,yes,,https://hal.science/hal-03015476/,hal.science,7,,,,,,,,,,,,,
Improving the plucking point position estimation in a classical guitar performance using a novel video-based approach,"… To work with these kinds of guitar signals, a machine learning method for plucking point … In the future, we intend to utilize the algorithm for building a system that provides feedback to the …","CT Tolentino, F De Leon",2021,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9707244/,ieeexplore.ieee.org,2,,,,,,,,,,,,,
Joint analysis of mode and playing technique in Guqin performance with machine learning.,"… dataset is compiled for guqin performance analysis. The mode … For electric guitar, note-level timbral and pitch features are … [10], whereas for guitar, each playing technique possesses …","YF Huang, JI Liang, IC Wei, L Su",2020,,Google Scholar,yes,,https://archives.ismir.net/ismir2020/paper/000157.pdf,archives.ismir.net,22,,,,,,,,,,,,,
New interfaces and approaches to machine learning when classifying gestures within music,"… -professional musicians/participants to predict guitar gestures. The authors then created an … guitar sound (ie, a physical model). The results from the study did not include an evaluation …","C Rhodes, R Allmendinger, R Climent",2020,,Google Scholar,yes,,https://www.mdpi.com/1099-4300/22/12/1384,mdpi.com,12,,,,,,,,,,,,,
Differentiable IIR filters for machine learning applications,"… IIR filter structures inside deep-learning networks trained using … on a guitar signal played through a Boss DS-1 guitar pedal. … Before evaluation of the MSE for each sequence of data, …","B Kuznetsov, JD Parker, ...",2020,,Google Scholar,yes,,https://dafx2020.mdw.ac.at/proceedings/papers/DAFx2020_paper_52.pdf,dafx2020.mdw.ac.at,91,,,,,,,,,,,,,
MIDI-to-Tab: Guitar tablature inference via masked language modeling,"… In this work, we introduce a novel deep learning solution to symbolic guitar tablature … dataset, which are then used for evaluation. Objective evaluation of guitar tablature is difficult, as we …","D Edwards, X Riley, P Sarmento, S Dixon",2024,,Google Scholar,yes,,https://arxiv.org/abs/2408.05024,arxiv.org,8,,,,,,,,,,,,,
An LSTM-based dynamic chord progression generation system for interactive music performance,"… Furthermore, we have developed a virtual air-guitar controller… of artificial intelligence and machine learning has led to an influx … 5 we present a subjective evaluation of the interactive sys…","C Garoufis, A Zlatintsi, P Maragos",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9053992/,ieeexplore.ieee.org,19,,,,,,,,,,,,,
A machine learning approach on whole blood immunomarkers to identify an inflammation-associated psychosis onset subgroup,"… To do this, we designed a data-driven unsupervised machine learning model to cluster a sample of 127 FEP patients and 117 healthy controls (HC), based on the peripheral blood …","…, GUITAR Gennarelli Massimo 23 Chiavetto Luisella , ...",2023,,Google Scholar,yes,,https://www.nature.com/articles/s41380-022-01911-1,nature.com,11,,,,,,,,,,,,,
Automatic multitrack mixing with a differentiable mixing console of neural audio effects,"… In a perceptual evaluation, we demonstrate that our model … Consider a ground truth mix with an electric guitar panned to … The third one is what we consider a canonical deep learning …","CJ Steinmetz, J Pons, S Pascual, ...",2021,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9414364/,ieeexplore.ieee.org,87,,,,,,,,,,,,,
Ear Trainer for Guitar Chords–An Android Application for Recognition of Guitar Chords,"… into music projects because the users can receive feedback which they can use in order to … to mind is a method that involves artificial intelligence and neural networks. However, it is not …","MA Cioată, A Iftene",2020,,Google Scholar,yes,,https://www.academia.edu/download/80149973/IJUSI-13-2-Cioata.pdf,academia.edu,2,,,,,,,,,,,,,
Evaluation of hemodialysis arteriovenous bruit by deep learning,"… In the field of deep learning, the Kaggle Competition is an online platform in which … as a dog barking, telephone ringing, or guitar being strummed. The Surrey CVSSP DCASE 2018 Task …","K Ota, Y Nishiura, S Ishihara, H Adachi, T Yamamoto, ...",2020,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/20/17/4852,mdpi.com,33,,,,,,,,,,,,,
A Machine Learning Approach to Classifying EEG Data Collected with or without Haptic Feedback during a Simulated Drilling Task,"… tools to be included to evaluate the impact of haptic feedback on EEG signals. For instance, … virtual guitar strings, while visual and auditory feedback were presented and haptic feedback …","MS Ramirez Campos, HS McCracken, ...",2024,,Google Scholar,yes,,https://www.mdpi.com/2076-3425/14/9/894,mdpi.com,2,,,,,,,,,,,,,
Neural grey-box guitar amplifier modelling with limited data,"… To adapt the model to be used in a deep learning framework, we can easily define trainable … cient training within a deep learning framework. A subjective and objective evaluation of our …","S Miklanek, A Wright, V Välimäki, ...",2023,,Google Scholar,yes,,https://research.aalto.fi/en/publications/neural-grey-box-guitar-amplifier-modelling-with-limited-data,research.aalto.fi,9,,,,,,,,,,,,,
Guitar segmentation in rgb images using convolutional neural networks,"… a complete evaluation for each of the three networks trained to obtain an automatic guitar … Valtorta, “The effects of data quality on machine learning algorithms.” 01 2006, pp. 485–498…","I Tono, J Gallego, Z Swiderska-Chadaj, ...",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9238720/,ieeexplore.ieee.org,4,,,,,,,,,,,,,
Deep learning for style transfer and experimentation with audio effects and music creation,… same intensity how can we describe why a guitar and a trumpet playing the same note … deep learning for music is the evaluation metric - most tasks in this area require human evaluation…,A Tur,2024,,Google Scholar,yes,,https://ojs.aaai.org/index.php/AAAI/article/view/30558,ojs.aaai.org,1,,,,,,,,,,,,,
Evaluation of convolution operation based on the interpretation of deep learning on 3-d point cloud,"… pretation method in 3-D point cloud deep learning networks, for the purpose of evaluating … map in guitar sample. (b) Visualization of partially activated feature map in guitar sample. As …","B Zhao, X Hua, K Yu, W Tao, X He, ...",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9181408/,ieeexplore.ieee.org,14,,,,,,,,,,,,,
ImageNet-Patch: A dataset for benchmarking machine learning robustness against adversarial patches,"… blocks in an input image that cause a machine-learning model to misclassify it. However, … -Patch, a dataset to benchmark machine-learning models against adversarial patches. The …","M Pintor, D Angioni, A Sotgiu, L Demetrio, ...",2023,,Google Scholar,yes,,https://www.sciencedirect.com/science/article/pii/S0031320322005441,Elsevier,76,,,,,,,,,,,,,
Direct design of biquad filter cascades with deep learning by sampling random polynomials,… transfer functions (HRTFs) and guitar amplifier cabinets. Though phase … Guitar cabinets combine loudspeakers with guitar … HRTF Dataset2 and 32 guitar cabinet impulse resposnes were …,"JT Colonel, CJ Steinmetz, M Michelen, ...",2022,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9747660/,ieeexplore.ieee.org,37,,,,,,,,,,,,,
Intermodulation Distortion Analysis of a Guitar Distortion Pedal With a Starving Circuit,"… the amplification from a guitar pickup, and furthermore, … box approach based on deep learning has been proposed for … constructing a perceptual evaluation scenario with our new …","M Inui, T Hamasaki, M van der Veen",2021,,Google Scholar,yes,,https://www.aes.org/e-lib/download.cfm?ID=21018,aes.org,3,,,,,,,,,,,,,
High resolution guitar transcription via domain adaptation,"… [1, 2, 3], arising from applying deep learning techniques to large, high quality datasets such as MAESTRO [4] … Transcription evaluation was performed on the entire dataset for all models. …","X Riley, D Edwards, S Dixon",2024,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10446182/,ieeexplore.ieee.org,24,,,,,,,,,,,,,
FretNet: Continuous-valued pitch contour streaming for polyphonic guitar tablature transcription,"… evaluation. While offsets are also generally important for AMT, this information is commonly left out of guitar … and pairwise likelihood in deep learning based guitar tablature transcription …","F Cwitkowitz, T Hirvonen, ...",2023,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10094825/,ieeexplore.ieee.org,22,,,,,,,,,,,,,
Evaluation of cnn-based automatic music tagging models,… Recent advances in deep learning accelerated the development of content-based … a tag guitar if a guitar appears in the song even though the selected excerpt doesn’t include guitar …,"M Won, A Ferraro, D Bogdanov, X Serra",2020,,Google Scholar,yes,,https://arxiv.org/abs/2006.00751,arxiv.org,139,,,,,,,,,,,,,
Deep learning conditioned modeling of optical compression,… has been proposed to model guitar distortion circuits and a low-… This paper follows up VA investigation using deep learning … These results confirm the previous quantitative evaluation …,"R Simionato, S Fasciani",2022,,Google Scholar,yes,,https://dafx2020.mdw.ac.at/proceedings/papers/DAFx20in22_paper_6.pdf,dafx2020.mdw.ac.at,10,,,,,,,,,,,,,
Generative models in artificial intelligence and their applications,"… 2], deals with the evaluation of various synthetic data generation … machine learning models, (iii) whether sharing preliminary … a particular music specification (guitar ballad) in a controlled …","M Castelli, L Manzoni",2022,,Google Scholar,yes,,https://novaresearch.unl.pt/files/43888392/Special_Issue_Generative_Models_in_Artificial_Intelligence_and_Their_Applications.pdf,novaresearch.unl.pt,55,,,,,,,,,,,,,
Sample rate independent recurrent neural networks for audio effects processing,"… In recent years, machine learning approaches to modelling … model that is commonly applied to guitar amplifier modelling [8]… 5 evaluation is carried out on several neural network models …","A Carson, A Wright, J Chowdhury, V Välimäki, ...",2024,,Google Scholar,yes,,https://arxiv.org/abs/2406.06293,arxiv.org,11,,,,,,,,,,,,,
Modelling black-box audio effects with time-varying feature modulation,"… Recently, deep learning approaches have seen success in … further extended to increase the expressivity of the network by … dataset of processed electric guitar signals using recordings …","M Comunità, CJ Steinmetz, H Phan, ...",2023,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10097173/,ieeexplore.ieee.org,29,,,,,,,,,,,,,
Predominant instrument recognition in polyphonic music using gmm-dnn framework,"… From the table, we found that considerable confusion occurs for acoustic guitar and organ … the performance evaluation supports our claim that the architectural choice of deep learning …","R Ajayakumar, R Rajan",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9179626/,ieeexplore.ieee.org,18,,,,,,,,,,,,,
On the impact of perceptual compression on deep learning,… evaluation and data set creation: Do artifacts from perceptual compression contribute to error in the machine learning … effects in recordings of electric guitar and bass and related signal …,"G Friedland, R Jia, J Wang, B Li, ...",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9175429/,ieeexplore.ieee.org,14,,,,,,,,,,,,,
Usage of deep learning and blockchain in compilation and copyright protection of digital music,… artificial intelligence technology and deep learning algorithms to re-synthesize the trajectories of guitar … the algorithm finally obtained an excellent supervisor evaluation score [16]. Briot …,Z Cai,2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9186017/,ieeexplore.ieee.org,52,,,,,,,,,,,,,
Marble: Music audio representation benchmark for universal evaluation,"… In the era of extensive intersection between art and Artificial Intelligence (AI), such as image generation and fiction co-creation, AI for music remains relatively nascent, particularly in …","R Yuan, Y Ma, Y Li, G Zhang, X Chen, ...",2023,,Google Scholar,yes,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/7cbeec46f979618beafb4f46d8f39f36-Abstract-Datasets_and_Benchmarks.html,proceedings.neurips.cc,52,,,,,,,,,,,,,
