title,abstract,authors,year,doi,source,include_title_screening,exclusion_reason,url,publisher,cites
DF‐3DNet: A Lightweight Approach Based on Deep Learning for 3D Telecommunication Tower Asset Classification,"… This research introduces a framework for telecommunication tower asset inspection, utilising a lightweight, deep learning‐based 3D classifier called DF‐3DNet. The process involves …","A Omairi, ZH Ismail, GG Casas",2025,10.1049/ipr2.70149,Google Scholar,yes,,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/ipr2.70149,Wiley Online Library,1
HMR-vid: a comparative analytical survey on human motion recognition in video data,"… used in the evaluation of background subtraction methods. Furthermore, the main idea, benefits, and challenges of feature extraction and machine learning classification methods are …","MR Keyvanpour, S Vahidian, M Ramezani",2020,10.1007/s11042-020-09485-2,Google Scholar,yes,,https://link.springer.com/article/10.1007/s11042-020-09485-2,Springer,25
Musical robots: Overview and methods for evaluation,… (CC) and Artificial Intelligence (AI) … evaluation of Human-Robot Interaction (HRI) in robot musicianship but also about the quality of the generated musical output. The topic of evaluation …,E Frid,2023,10.1201/9781003320470-12,Google Scholar,yes,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003320470-12/musical-robots-overview-methods-evaluation-emma-frid,taylorfrancis.com,4
Knowledge representation in artificial intelligence: An overview,"In real world, knowledge plays a significant role in exhibiting intelligent behavior by artificial intelligence (AI) agents. In AI, an agent can act accurately if it has past experience related to …","L Sharma, PK Garg",2021,10.1201/9781003140351-3,Google Scholar,no,Tem IA/ML mas não relacionado a guitarra ou aprendizado/performance,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003140351-3/knowledge-representation-artificial-intelligence-overview-lavanya-sharma-pradeep-kumar-garg,taylorfrancis.com,8
Sustainable employability: Sustainable employability in the age of generative artificial intelligence,"Unless you have been deliberately living under a rock, I assume that most of you are familiar with ChatGPT: the artificial intelligence chatbot developed by OpenAI (https://openai. com/…",K Adiasto,2024,10.1177/10596011241238792,Google Scholar,no,Tem IA/ML mas não relacionado a guitarra ou aprendizado/performance,https://journals.sagepub.com/doi/abs/10.1177/10596011241238792,journals.sagepub.com,17
Four responsibility gaps with artificial intelligence: Why they matter and how to address them,The notion of “responsibility gap” with artificial intelligence (AI) was originally introduced in the philosophical debate to indicate the concern that “learning automata” may make more …,"F Santoni de Sio, G Mecacci",2021,10.1007/s13347-021-00450-x,Google Scholar,yes,,https://link.springer.com/article/10.1007/s13347-021-00450-x,Springer,479
Machine Learning for Finance,"… our products, and our authors can see your feedback on their book. Thank you! … guitar, that’sa process that describes machine learning. If someone asks you to look for the best guitar …",S Singla,2020,10.0000/9789389328622-001,Google Scholar,yes,,https://sciendo.com/2/v2/download/chapter/9789389328622/10.0000/9789389328622-001.pdf?Token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VycyI6W3sic3ViIjoyNTY3ODUxNywicHVicmVmIjoiNzY0NDg4IiwibmFtZSI6Ikdvb2dsZSBHb29nbGVib3QgLSBXZWIgQ3Jhd2xlciBTRU8iLCJ0eXBlIjoiaW5zdGl0dXRpb24iLCJsb2dvdXRfbGluayI6Imh0dHBzOi8vY29ubmVjdC5saWJseW54LmNvbS9sb2dvdXQvNjdmNThlNTAxMTQ1Y2ZlYTdlZDk3NmFiNDkxMWMyNjUiLCJhdXRoX21ldGhvZCI6ImlwIiwiaXAiOiI2Ni4yNDkuNzYuMTYwIn1dLCJpYXQiOjE3NDQxNDY2NDQsImV4cCI6MTc0NTM1NjI0NH0.EFDirskOw-wyNqfyn_E8QWEHQVvcM1h7Tz21INc8XlQ,sciendo.com,10
A novel method based on deep learning algorithms for material deformation rate detection,"… Utilizing advanced artificial intelligence techniques, microstructure images of S235-JR were … This research utilized deep learning (DL) architectures ResNet50, ResNet101, ResNet152, …","S Özdem, IM Orak",2025,10.1007/s10845-024-02409-z,Google Scholar,yes,,https://link.springer.com/article/10.1007/s10845-024-02409-z,Springer,10
The role of nurses in inpatient geriatric rehabilitation units: A scoping review,"The role of nurses in inpatient geriatric rehabilitation units: A scoping review - Guitar - 2023 … to providing patient motivation and evaluation, as well as goal-oriented rehabilitation care …","NA Guitar, DM Connelly, K Prentice, A Nguyen, ...",2023,10.1002/nop2.1951,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://onlinelibrary.wiley.com/doi/abs/10.1002/nop2.1951,Wiley Online Library,13
Automatic classification of landslide kinematics using acoustic emission measurements and machine learning,"… The objective of this study was to develop and demonstrate the use of machine learning (ML) approaches to automatically classify landslide kinematics using AE measurements, based …","L Deng, A Smith, N Dixon, H Yuan",2021,10.1007/s10346-021-01676-8,Google Scholar,yes,,https://link.springer.com/article/10.1007/s10346-021-01676-8,Springer,24
Extending persian sentiment lexicon with idiomatic expressions for sentiment analysis,"… using the lexicon in a machine learning-based sentiment analysis … 4, we describe our procedure for the evaluation of the … “I really love the movie but the acting did not play guitar with my …","K Dashtipour, M Gogate, A Gelbukh, ...",2022,10.1007/s13278-021-00840-1,Google Scholar,yes,,https://link.springer.com/article/10.1007/s13278-021-00840-1,Springer,33
Quantifying the genericness of trademarks using natural language processing: an introduction with suggested metrics,"… Likewise, the evaluation of results was rudimentary: the table of ten known genericized, … of resonator guitar rated somewhat generic among the examples of Table 1. We chose guitar …","C Shackell, L De Vine",2022,10.1007/s10506-021-09291-7,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://link.springer.com/article/10.1007/s10506-021-09291-7,Springer,6
Spying through virtual backgrounds of video calls,"… various objects in the background, such as a guitar, a poster, or a fan. Since our approach … To provide a basis for the design and evaluation of our attack, we introduce a threat model …","JM Hilgefort, D Arp, K Rieck",2021,10.1145/3474369.3486870,Google Scholar,no,Contém palavra-chave de exclusão: poster,https://dl.acm.org/doi/abs/10.1145/3474369.3486870,dl.acm.org,14
Authenticity and the Poor Image in the Age of Deep Learning,"… Object recognition exercises in machine learning also … in a photograph, machine learning training sets understand the … more complicated than ‘woman playing guitar’ or ‘table is wooden’…",A Wasielewski,2023,10.1080/17540763.2023.2189158,Google Scholar,yes,,https://www.tandfonline.com/doi/abs/10.1080/17540763.2023.2189158,Taylor &Francis,7
Vit-based vq-vae generative network for accompaniment generation,"… In LPD-5cleansed, the tracks are merged into five common categories: Drums, Piano, Guitar, … Objective Evaluation. There is no standard set of objective metrics for music generation up …","K Song, X Liang, J Wu",2021,10.1145/3508546.3508612,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://dl.acm.org/doi/abs/10.1145/3508546.3508612,dl.acm.org,4
Human Activity Recognition in Videos Using Deep Learning,"… This section discusses the literature on the application of deep learning on HAR. As … , model evaluation and training. Also, the reasons for selecting specific deep learning model …","M Kumar, A Rana, Ankita, AK Yadav, ...",2022,10.1007/978-3-031-27609-5_23,Google Scholar,yes,,https://link.springer.com/chapter/10.1007/978-3-031-27609-5_23,Springer,1
Explanation before adoption: Supporting informed consent for complex machine learning and iot health platforms,"… and the technology is under evaluation for use in the treatment of … Both Ex8 and Ex9 made comparisons with “guitar pick-ups” … Referring to machine learning functionality, Ex9 states “we …","R Eardley, EL Tonkin, E Soubutts, A Ayobi, ...",2023,10.1145/3579482,Google Scholar,yes,,https://dl.acm.org/doi/abs/10.1145/3579482,dl.acm.org,10
""" When Can I Trust It?"" Contextualising Explainability Methods for Classifiers","… electric guitar” (p=0.32), “acoustic guitar” (p=0.24) and “labrador retriever” (p=0.21). In our study we used a ResNet152 assigning the class labels “acoustic guitar… effective evaluation tool …",L Holmberg,2023,10.1145/3589883.3589899,Google Scholar,yes,,https://dl.acm.org/doi/abs/10.1145/3589883.3589899,dl.acm.org,2
Natural language response formats for assessing depression and worry with large language models: A sequential evaluation with model pre-registration,"… Using the Sequential Evaluation with Model Pre-Registration design, machine-learning models were trained on a development dataset (N= 963), and then pre-registered before tested …","Z Gu, K Kjell, HA Schwartz, O Kjell",2025,10.1177/10731911251364022,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://journals.sagepub.com/doi/abs/10.1177/10731911251364022,journals.sagepub.com,5
Image processing using open source tools and their implementation in the analysis of complex microstructures,… The trainable WEKA segmentation [SI 5] is an inbuilt FIJI plugin that combines a collection of machine learning algorithms with a set of selected image features to produce pixel-based …,"UP Nayak, M Müller, D Britz, MA Guitar, ...",2021,10.1515/pm-2021-0039,Google Scholar,yes,,https://www.degruyterbrill.com/document/doi/10.1515/pm-2021-0039,degruyterbrill.com,9
A Schema-Based Approach to the Linkage of Multimodal Learning Sources with Generative AI,"… maintenance, cooking, or guitar playing while relying exclusively … observation, practice, and feedback. This pedagogical approach… iterative engagement and personalized feedback [13]. …","C Kwon, J King, J Carney, J Stamper",2024,10.1007/978-3-031-64312-5_1,Google Scholar,yes,,https://link.springer.com/chapter/10.1007/978-3-031-64312-5_1,Springer,1
Artificial intelligence integration into school education: A review of Indian and foreign perspectives,"The rise of artificial intelligence (AI) is rapidly influencing our education system. It is apparent that the students of today are mostly attached with their smart mobile phones, tablets, …","B Karan, GR Angadi",2025,10.1177/09763996231158229,Google Scholar,no,Tem IA/ML mas não relacionado a guitarra ou aprendizado/performance,https://journals.sagepub.com/doi/abs/10.1177/09763996231158229,journals.sagepub.com,41
A survey of neurosymbolic visual reasoning with scene graphs and common sense knowledge,"… reasoning approaches based on deep learning, common sense … on the types of deep learning architecture, common sense … tasks, datasets, evaluation metrics, key challenges and …","MJ Khan, F Ilievski, JG Breslin, ...",2025,10.3233/NAI-240719,Google Scholar,yes,,https://journals.sagepub.com/doi/abs/10.3233/NAI-240719,journals.sagepub.com,17
Deep models for multi-view 3D object recognition: a review,"This review paper focuses on the progress of deep learning-based methods for multi-view 3D object recognition. It covers the state-of-the-art techniques in this field, specifically those …","M Alzahrani, M Usman, SK Jarraya, S Anwar, ...",2024,10.1007/s10462-024-10941-w,Google Scholar,yes,,https://link.springer.com/article/10.1007/s10462-024-10941-w,Springer,19
Machine learning for economics and finance in TensorFlow 2,"… writing blogs or working on projects, he likes to go on long walks or play his acoustic guitar. … in machine learning. There is, however, substantially more potential for machine learning to …",I Hull,2021,10.1007/978-1-4842-6373-0,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-6373-0.pdf,Springer,19
Artificial neural networks with TensorFlow 2,… coverage of various deep learning architectures. It is fully … a complete platform for machine learning. It describes the … you to the complete machine learning development cycle. The …,P Sarang,2021,10.1007/978-1-4842-6150-7,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-6150-7.pdf,Springer,32
3d grain shape generation in polycrystals using generative adversarial networks,"… Alongside this, we present an approach to train deep learning … , chair, guitar, etc.) from a publicly available dataset built for … goal of this work is direct evaluation of network performance, …","DK Jangid, NR Brodnik, A Khan, MG Goebel, ...",2022,10.1007/s40192-021-00244-1,Google Scholar,yes,,https://link.springer.com/article/10.1007/s40192-021-00244-1,Springer,18
Customer segmentation using machine learning: A literature review,… For example: a small business of guitar should sell lower price segments of guitars to young people because … organize feedback columns to find out what we can change to attract them. …,"A Ranjan, S Srivastava",2022,10.1063/5.0103946/16212654/020036_1_online,Google Scholar,yes,,https://pubs.aip.org/aip/acp/article-abstract/2481/1/020036/2826844,pubs.aip.org,5
Self-supervised learning: A succinct review,"… is a subset of machine learning in which an agent learns from trial-and-error feedback [12]. … For example, two people want to learn how to play the guitar. One has no musical knowledge…","V Rani, ST Nabi, M Kumar, A Mittal, K Kumar",2023,10.1007/s11831-023-09884-2,Google Scholar,yes,,https://link.springer.com/article/10.1007/s11831-023-09884-2,Springer,309
MBBOS-GCN: Minimum bounding box over-segmentation—Graph convolution 3D point cloud deep learning model,… The deep learning model in this paper is built and run based on the TensorFlow deep learning framework using Ubntu 18.04 operating system. The computer is specifically configured …,"D Zhan, D Liang, H Jin, X Wu",2022,10.1117/1.JRS.16.016502.short,Google Scholar,yes,,https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-16/issue-1/016502/MBBOS-GCN--minimum-bounding-box-over-segmentationgraph-convolution-3D/10.1117/1.JRS.16.016502.short,spiedigitallibrary.org,6
Beginning deep learning with tensorflow,"… is the design idea of algorithms, and deep learning frameworks are just our tools for implementing algorithms. In the following, we will demonstrate the three core functions of the …","L Long, Z Xiangming",2022,10.1007/978-1-4842-7915-1,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-7915-1.pdf,Springer,19
Computer Vision Using Deep Learning,"… blogs or working on projects, he likes to go on long walks or play his acoustic guitar. … and Deep Learning are allowing us to further enhance the innovative buckets. Using Deep Learning…",V Verdhan,2021,10.1007/978-1-4842-6616-8,Google Scholar,yes,,https://link.springer.com/content/pdf/10.1007/978-1-4842-6616-8.pdf,Springer,33
'From metalheads to jazz fanatics': Experiences of deep learning across collaborative music-making contexts in Norwegian upper secondary schools,"… deep learning in collaborative music-making contexts, examining the experiences of nine electric guitar … , active engagement and critical evaluation, leading to deeper understanding …",G Storsve,2025,10.1386/jpme_00162_1,Google Scholar,yes,,https://intellectdiscover.com/content/journals/10.1386/jpme_00162_1,intellectdiscover.com,1
GuitarPie: Using the Fretboard of an Electric Guitar for Audio-Based Pie Menu Interaction,"… In the recent years, the uptake of deep learning techniques led to many robust monophonic and … Our qualitative evaluation solely focuses on how guitarists learn and use GuitarPie, …","F Heyen, M Labudda, M Sedlmair, ...",2025,10.1145/3746059.3747799,Google Scholar,yes,,https://dl.acm.org/doi/abs/10.1145/3746059.3747799,dl.acm.org,1
Predicting Ecological Footprints in India Using Machine Learning Techniques,"… The function can be compared to tuning a guitar to find the perfect sound, where one tries … Considering the performance in the evaluation data set, the RF model performs well among …","R Mukherjee, S Singh, V Akram",2025,10.1177/23210222251371388,Google Scholar,yes,,https://journals.sagepub.com/doi/abs/10.1177/23210222251371388,journals.sagepub.com,1
A review of neural network-based emulation of guitar amplifiers,… amplifier emulation will be presented along with an evaluation of the approaches as well as their … Machine Learning (ML) methods have also been proposed for the emulation of guitar …,"T Vanhatalo, P Legrand, M Desainte-Catherine, ...",2022,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/12/12/5894,mdpi.com,31
Real-time percussive technique recognition and embedding learning for the acoustic guitar,"… Our method relies on deep learning to develop recognition and embedding learning of guitar body … us to pursue a further type of behavioural evaluation with guitar players. In particular, …","A Martelloni, AP McPherson, M Barthet",2023,,Google Scholar,yes,,https://arxiv.org/abs/2307.07426,arxiv.org,9
Observations on Guitar Music Produced by AI Reverberation and Professional Sound Engineers,… Artificial intelligence (AI) technologies have been applied in music … of evaluation on human-processed reverberation increases with the assessment of Clarity while the evaluation on AI-…,"M CHEN, PM LINDBORG",2023,,Google Scholar,yes,,http://www.ijmsta.com/Vol_5_1_Papers/IJMSTA_Paper_1.pdf,ijmsta.com,2
Towards playing in the'Air': Modeling motion-sound energy relationships in electric guitar performance using deep neural networks,"… Air Guitar [4] and the Virtual Slide Guitar [5]. There are also more recent examples of using deep learning … Although no systematic evaluation has taken place, our sonification experiment …","C Erdem, Q Lan, J Fuhrer, C Martin, J Torresen, ...",2020,,Google Scholar,yes,,https://openresearch-repository.anu.edu.au/items/2752e22c-a94c-4fa5-a0ec-c670d6c19223,openresearch-repository.anu.edu.au,10
Guitar effects recognition and parameter estimation with convolutional neural networks,"… to develop a deep learning model capable of recognising which specific guitar pedal effect … and bass recordings on recognition of 11 different effects: feedback and slapback delay, …","M Comunità, D Stowell, JD Reiss",2020,,Google Scholar,yes,,https://arxiv.org/abs/2012.03216,arxiv.org,34
Music software with a Machine Learning-based feedback system as an alternative for initial piano study in children.,"… For the implementation of the feedback system, it was necessary to find the most appropriate Machine Learning classifier for the objective of this stage. For this, a comparison was made …","MA Borja, JE Camargo",2024,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=11373601&AN=177767898&h=aWACS3qeY3SbzpIFPGFcAIXn9osA7NQjjspwf19zpAEQjs1L78YUIdZmWvrAmfWtlHygQy2t8B9TEUQ%2BNDzvew%3D%3D&crl=c,search.ebscohost.com,4
Separation of electric guitar sound based on stacked recurrent neural network,"… The generated extraction results were compared with clean electric guitar sounds. Although the results remained far from complete extractions, the objective performance evaluation …","WH Lai, SL Wang",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9382435/,ieeexplore.ieee.org,4
Spectral–temporal receptive field-based descriptors and hierarchical cascade deep belief network for guitar playing technique classification,"… features from guitar sounds. This work applies a supervised deep learning approach to classify … The evaluation results are reported in terms of F-score at the clip-level, and the F-score is …","CY Wang, PC Chang, JJ Ding, TC Tai, ...",2020,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9198935/,ieeexplore.ieee.org,15
Biomechanical modelling of guitar performance,,L COSTALONGA,2023,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,,Edufes,1
A data-driven methodology for considering feasibility and pairwise likelihood in deep learning based guitar tablature transcription systems,"… two are used for validation and evaluation, respectively. Within each fold, the criterion for choosing the model checkpoint to evaluate on the evaluation split is the checkpoint with the …","F Cwitkowitz, J Driedger, Z Duan",2022,,Google Scholar,yes,,https://arxiv.org/abs/2204.08094,arxiv.org,11
Leveraging Real Electric Guitar Tones and Effects to Improve Robustness in Guitar Tablature Transcription Modeling,"… guitar tones played with different audio effects. We evaluate our approach on a new evaluation dataset with professional solo guitar … have been achieved through deep learning models, …","H Pedroza, W Abreu, R Corey, I Roman",2024,,Google Scholar,yes,,https://arxiv.org/abs/2405.14679,arxiv.org,7
Guitar chord sensing and recognition using multi-task learning and physical data augmentation with robotics,"… considerable improvement using deep learning based models in … (MTL) model for a guitar chord recognition task, where the … In Section 5, the evaluation metrics and set of experiments …","G Byambatsogt, L Choimaa, G Koutaki",2020,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/20/21/6077,mdpi.com,15
Performance assessment technologies for the support of musical instrument learning,"… We have grouped the audio analysis technologies of relevance to performance assessment … two guitar teachers in the manual assessment of each recording, using 4 evaluation levels …","V Eremenko, A Morsi, J Narang, X Serra",2020,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://repositori.upf.edu/items/9e1982ce-ff26-40bb-9fd7-31872965f56d,repositori.upf.edu,40
Note and playing technique transcription of electric guitar solos in real-world music performance,"… With the rapid development of deep learning techniques in … we follow the convention of AMT evaluation [28] and report both … For playing technique evaluation, we compare the proposed …","TS Huang, PC Yu, L Su",2023,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10095225/,ieeexplore.ieee.org,10
Musical instrument identification using deep learning approach,"… The results of the evaluation of the trained network on a separate set are shown. Detailed … The model efficiency is high, with the metric values ranging from 0.86 for the guitar to 0.99 …","M Blaszke, B Kostek",2022,,Google Scholar,yes,,https://www.mdpi.com/1424-8220/22/8/3033,mdpi.com,51
A novel approach for improving guitarists' performance using motion capture and note frequency recognition,"… The sections below detail the evaluation of each machine learning algorithm when trained … In this paper, we developed a guitar teaching system that provides real-time feedback for …","WH Elashmawi, J Emad, A Serag, K Khaled, A Yehia, ...",2023,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/13/10/6302,mdpi.com,5
Recognizing guitar effects and their parameter settings,"… Especially combined with more advanced deep learning … be possible, training novice guitar players to choose their … This database was also used as training and evaluation set for this …","H Jürgens, R Hinrichs, J Ostermann",2020,,Google Scholar,yes,,https://dafx.de/paper-archive/2020/proceedings/papers/DAFx2020_paper_2.pdf,dafx.de,16
The Sophtar: a networkable feedback string instrument with embedded machine learning,… retrieval (MIR) techniques on live electric guitar feedback sounds to generate MIDI notes.As … using feedback guitar in sound interaction design [29] and interactive machine learning [30] …,F Visi,2024,,Google Scholar,no,Contém palavra-chave de exclusão: mir,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1916497,diva-portal.org,5
Towards automatic transcription of polyphonic electric guitar music: A new dataset and a multi-loss transformer model,"… evaluation on this dataset and a separate set of real-world recordings demonstrate the influence of timbre on the accuracy of guitar … , with few deep learning based attempts to date. To …","YH Chen, WY Hsiao, TK Hsieh, ...",2022,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9747697/,ieeexplore.ieee.org,31
Synthtab: Leveraging synthesized data for guitar tablature transcription,"… guitar audio dataset with tablature annotations, SynthTab paves the way for training larger and more complex machine learning … , cross-dataset evaluation is especially important for GTT…","Y Zang, Y Zhong, F Cwitkowitz, ...",2024,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/10447902/,ieeexplore.ieee.org,23
Automatic classification of instruments from supervised methods of machine learning,… descriptors and artificial intelligence techniques can make … ) are used to categorize acoustic guitar and bass sounds in a … Comparative evaluation of various mfcc implementations on …,"R Vieira, JT Araújo, E Batista, ...",2021,,Google Scholar,yes,,https://sol.sbc.org.br/index.php/sbcm/article/view/19418,sol.sbc.org.br,3
Quantifying the Ease of Playing Song Chords on the Guitar.,"… simple deep learning models trained on chord symbols and textual representations of guitar … We requested and incorporated feedback on the updated rubric from two musical experts, …","MAV Vásquez, M Baelemans, J Driedger, WH Zuidema, ...",2023,,Google Scholar,yes,,https://www.researchgate.net/profile/Marcel-Velez-2/publication/390555145_Quantifying_the_ease_of_playing_song_chords_on_the_guitar/links/67f688f29b1c6c487785417c/Quantifying-the-ease-of-playing-song-chords-on-the-guitar.pdf,researchgate.net,11
GAPS: A large and diverse classical guitar dataset and benchmark transcription model,"… One application of this dataset is AMT for guitar, which we demonstrate through a comprehensive evaluation of a transcription model trained on our data. This shows stateof-the-art …","X Riley, Z Guo, D Edwards, S Dixon",2024,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://arxiv.org/abs/2408.08653,arxiv.org,10
Automatic recognition of cascaded guitar effects,"… guitar effect recognition that is closer to the actual use case of guitar effect pedals. To generate the dataset, we used multiple clean guitar … -SMT-Guitar as the evaluation dataset is more …","J Guo, B McFee",2023,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://www.dafx.de/paper-archive/2023/DAFx23_paper_30.pdf,dafx.de,10
Augmented reality to facilitate learning of the acoustic guitar,"… deep learning that require complicated cognitive processes. … In terms of the technical part of the evaluation, as expected, … article and obtained a similar evaluation of the usability of the …","J Martin-Gutierrez, MS Del Rio Guerra, V Lopez-Chao, ...",2020,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/10/7/2425,mdpi.com,25
Bassnet: A variational gated autoencoder for conditional generation of bass guitar tracks with learned interactive control,"… Deep learning has given AI-based methods for music … BassNet, a deep learning model for generating bass guitar tracks based on … We perform further evaluation by training the BassNet …","M Grachten, S Lattner, E Deruty",2020,,Google Scholar,yes,,https://www.mdpi.com/2076-3417/10/18/6627,mdpi.com,28
Performance enhancement of KNN classifier for guitar chord tonality classification,… In this paper we have attempted to recognize the guitar chords … (kNearest Neighbour) machine learning algorithm and have … are extensively compared for performance analysis[12] for …,"N Sharma, S Sharma",2023,,Google Scholar,yes,,https://www.researchgate.net/profile/Nipun-Sharma-17/publication/368666722_Performance_Enhancement_of_KNN_Classifier_for_Guitar_Chord_Tonality_Classification/links/63f470f657495059452fef7b/Performance-Enhancement-of-KNN-Classifier-for-Guitar-Chord-Tonality-Classification.pdf,researchgate.net,8
Neural modelling of audio effects,"… Neural networks and other machine learning based … reviewing the thesis and providing valuable feedback, and Prof. Josh … The invention of transistors quickly led to transistorised guitar …",A Wright,2023,,Google Scholar,yes,,https://aaltodoc.aalto.fi/items/f376f16e-982a-485e-8412-1cb8362f9908,aaltodoc.aalto.fi,1
Automatic composition of guitar tabs by transformers and groove modeling,"… Our work provides preliminary empirical evidence of the promise of deep learning for tab … Figure 6 shows the result of the subjective evaluation, where we present the audio rendition …","YH Chen, YH Huang, WY Hsiao, YH Yang",2020,,Google Scholar,no,Contém palavra-chave de exclusão: composition,https://arxiv.org/abs/2008.01431,arxiv.org,57
Predicting the acoustics of archtop guitars using an ai-based algorithm trained on fem simulations,"… We demonstrate that machine learning is effective in … We then used the guitar body as a splitting tool to divide the … Obviously, a network that has enough expressivity to learn the mobility …","G Longo, JS Gonzalez, F Antonacci, ...",2023,,Google Scholar,yes,,https://re.public.polimi.it/bitstream/11311/1276074/1/Predicting%20the%20Acoustics%20of%20Archtop%20Guitars%20using%20an%20AI-based%20Algorithm%20trained%20on%20FEM%20Simulations.pdf,re.public.polimi.it,4
Improving unsupervised clean-to-rendered guitar tone transformation using GANs and integrated unaligned clean data,"… Thanks to advancements in deep learning, neural networks have been utilized in several … We consider the following three metrics for objective evaluation. Error-to-signal ratio (ESR) is a …","YH Chen, W Choi, WH Liao, ...",2024,,Google Scholar,yes,,https://arxiv.org/abs/2406.15751,arxiv.org,6
Distortion recovery: A two-stage method for guitar effect removal,"… tween the realms of signal processing and machine learning. Deep neural networks (DNNs) … Moreover, through a comprehensive evaluation employing a broad mix of VST plugins, we …","YS Lee, YP Peng, JT Wu, M Cheng, L Su, ...",2024,,Google Scholar,yes,,https://arxiv.org/abs/2407.16639,arxiv.org,4
A decision-support system for assessing the function of machine learning and artificial intelligence in music education for network games,"… machine learning are being used to improve music teaching. Furthermore, by employing these methods, the sounds in games can be made more efficient and effective. Evaluation … guitar…","ZH Yun, Y Alshehri, N Alnazzawi, I Ullah, ...",2022,,Google Scholar,yes,,https://search.proquest.com/openview/440788b67c7250184bb31875ac62a6f6/1?pq-origsite=gscholar&cbl=2043697,search.proquest.com,36
Neural Networks for Real-Time Digital Emulation of Guitar Speaker Cabinet Impulse Response,"… It can be done by convolving the guitar signal with pre-… IR-GAN [1] is one of the research that employs deep learning to … including the architecture, the evaluation metrics, and real…","T Sinjanakhom, S Chivapreecha",2022,,Google Scholar,yes,,https://ieeexplore.ieee.org/abstract/document/9727233/,ieeexplore.ieee.org,0
Proggp: from guitarpro tablature neural generation to progressive metal production,"… using a mixed method evaluation approach, combining … was a single low E note on guitar and bass guitar, and a kick and cymbal … We have presented a deep learning model capable of …","J Loth, P Sarmento, CJ Carr, Z Zukowski, ...",2023,,Google Scholar,yes,,https://arxiv.org/abs/2307.05328,arxiv.org,15
"Exploring relationships between effort, motion, and sound in new musical instruments","… Hitting a guitar string is an example of what we call motion, … We see that deep learning can be particularly useful when … , and an evaluation of various machine learning configurations. …","Ç Erdem, Q Lan, AR Jensenius",2020,,Google Scholar,yes,,https://www.ht.csr-pub.eu/index.php/ht/article/view/236,ht.csr-pub.eu,18
DadaGP: A dataset of tokenized GuitarPro songs for sequence models,"… We discuss other relevant use cases for the dataset (guitar-… have boomed by leveraging deep learning approaches, or aiming … As a simple evaluation metric, we focused on the notion of …","P Sarmento, A Kumar, CJ Carr, Z Zukowski, ...",2021,,Google Scholar,yes,,https://arxiv.org/abs/2107.14653,arxiv.org,56
Expressive acoustic guitar sound synthesis with an instrument-specific input representation and diffusion outpainting,"… In this work, we propose an expressive acoustic guitar sound synthesis model with a … existing guitar dataset but also collected data from a high quality sample-based guitar synthesizer. …","H Kim, S Choi, J Nam",2024,,Google Scholar,no,Contém palavra-chave de exclusão: synthesis,https://ieeexplore.ieee.org/abstract/document/10446678/,ieeexplore.ieee.org,8
Ddsp guitar amp: Interpretable guitar amplifier modeling,… OBJECTIVE EVALUATION RESULTS We evaluate the accuracy of the implemented models for emulating the target guitar amp (for unseen content in test data) in MAE and MR-STFT […,"YT Yeh, YH Chen, YC Cheng, JT Wu, ...",2025,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://ieeexplore.ieee.org/abstract/document/10889306/,ieeexplore.ieee.org,6
