title,abstract,authors,year,doi,source,include_title_screening,exclusion_reason,url,publisher,cites
A comprehensive review on recent methods and challenges of video description,… a special focus on recent deep learning approaches. In this … of automatic evaluation metrics and human evaluation is also … Two men with mic and guitar singing and then a drummer is …,"A Singh, TD Singh, S Bandyopadhyay",2020,,Google Scholar,no,Contém palavra-chave de exclusão: singing,https://arxiv.org/abs/2011.14752,arxiv.org,11
Sequence labeling to detect stuttering events in read speech,"Stuttering is a speech disorder that, if treated during childhood, may be prevented from persisting into adolescence. A clinician must first determine the severity of stuttering, assessing a …","S Alharbi, M Hasan, AJH Simons, S Brumfitt, ...",2020,,Google Scholar,no,Não atende aos critérios de inclusão,https://www.sciencedirect.com/science/article/pii/S0885230819302967,Elsevier,40
A study on automatic music genre classification based on the summarization of music data,"… and unrepeated section such as guitar solo in popular music, … For example, repeated sections such as guitar riffs in popular … The evaluation was performed with 10-fold cross validation …","Y Kikuchi, A Naofumi, Y Dobashi",2020,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://ieeexplore.ieee.org/abstract/document/9065046/,ieeexplore.ieee.org,11
"Self-contradictory hallucinations of large language models: Evaluation, detection and mitigation","… Our primary evaluation task is open-domain text generation, … an extensive evaluation on four modern LMs: GPT-4 (OpenAI… Our evaluation highlights the significance of self-contradiction…","N Mündler, J He, S Jenko, M Vechev",2023,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://arxiv.org/abs/2305.15852,arxiv.org,261
Keyword-guided neural conversational model,"… model prediction in both training and evaluation, we also only output keywords that are in the … I love music and playing my guitar and violin. A: That’s awesome! However, my favorite is …","P Zhong, Y Liu, H Wang, C Miao",2021,,Google Scholar,no,Contém palavra-chave de exclusão: violin,https://ojs.aaai.org/index.php/AAAI/article/view/17712,ojs.aaai.org,41
Text2midi: Generating symbolic music from captions,"… , clean electric guitar, acoustic guitar, and overdriven guitar. The … In the objective evaluation of our model, we address three … To answer these, we use three types of evaluation metrics as …","K Bhandari, A Roy, K Wang, G Puri, S Colton, ...",2025,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://ojs.aaai.org/index.php/AAAI/article/view/34516,ojs.aaai.org,15
Neutrosophic statistical analysis of the use of Chess in Alzheimer's disease.,"… results were obtained after the evaluation of the memory of the older … instruments (piano, violin or guitar), reading texts of different … The use of neutrosophy for the evaluation of cognitive …","DM RamÌrez Guerra, ...",2023,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=25741098&AN=173769101&h=cmNWBUdhG%2By5eCwLgSuiDBzVh%2FYHYSzJB4vFVpocWBZUjebLS1m21vVbLGj0BpogJ0Y6y53zTFNc5EZDvtSSww%3D%3D&crl=c,search.ebscohost.com,4
Machine Learning Techniques for Predicting Heart Diseases,"… Fret Width (FW), similar to how artists play guitar or violin [36]. The HS algorithm has been … set, are often used to establish the evaluation. Pearson coefficients of variance or correlations, …","MA Taha, SAAA Alsaidi, ...",2022,,Google Scholar,no,Contém palavra-chave de exclusão: violin,https://ieeexplore.ieee.org/abstract/document/10076238/,ieeexplore.ieee.org,5
A backdoor approach with inverted labels using dirty label-flipping attacks,"… Audio-based machine learning systems frequently use public or third-party data, which … as well as for the development and evaluation of automatic speech recognition systems. TIMIT …",O Mengara,2024,,Google Scholar,no,Contém palavra-chave de exclusão: speech recognition,https://ieeexplore.ieee.org/abstract/document/10483076/,ieeexplore.ieee.org,9
Hybrid Product Recommendation System using Popularity Based and Content-Based Filtering,"… Furthermore, the evaluation metrics of our hybrid system demonstrate superior performance … system offers enhanced personalization and improved evaluation metrics, making it a more …","S Sharma, K Baishya, M Pandey, ...",2023,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://ieeexplore.ieee.org/abstract/document/10452564/,ieeexplore.ieee.org,7
"Divide, evaluate, and refine: Evaluating and improving text-to-image alignment with iterative vqa feedback","… 7 while output images show both a lion and guitar, the lion does not seem to be playing the guitar. In contrast, Eval-and-Refine is able to describe both presence and relation between …","J Singh, L Zheng",2023,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://proceedings.neurips.cc/paper_files/paper/2023/hash/dfd0bd56e8a6f82d1619f5d093d5f9ca-Abstract-Conference.html,proceedings.neurips.cc,41
Graph-based reasoning over heterogeneous external knowledge for commonsense question answering,… Figure 4: An example of constructed Wiki-Graph from the Wikipedia evidence “He began making music when he started guitar lessons” and “Making music and playing guitar are his …,"S Lv, D Guo, J Xu, D Tang, N Duan, M Gong, ...",2020,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://aaai.org/ojs/index.php/AAAI/article/view/6364,aaai.org,254
Consisti2v: Enhancing visual consistency for image-to-video generation,… evaluation benchmark for I2V generation. Our automatic and human … quantitative evaluation benchmark dedicated to evaluating I2V generation models. We will release our evaluation …,"W Ren, H Yang, G Zhang, C Wei, X Du, ...",2024,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://arxiv.org/abs/2402.04324,arxiv.org,104
"Acpbench: Reasoning about action, change, and planning",… zoe is assigned guitar. Bool: Is the following action applicable in this state: trade guitar of zoe … In our work we do not modify prompts across models – our objective in the evaluation is to …,"H Kokel, M Katz, K Srinivas, S Sohrabi",2025,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://ojs.aaai.org/index.php/AAAI/article/view/34857,ojs.aaai.org,26
A novel method to solve neural knapsack problems,… guitar in the example. Note that the selected points successfully capture the key characteristics of the guitar… know for V ⊂ V ; and σ is an evaluation metric such as cross-entropy loss4. …,"D Li, J Liu, D Lee, A Seyedmazloom, ...",2021,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,http://proceedings.mlr.press/v139/li21m.html,proceedings.mlr.press,15
Traffic sign recognition using machine learning,"… , and three object detection deep learning models are selected. … Evaluation of the case study shows that it is possible to … play the guitar if you already know how to play the piano. [10] …","S Sharif, J Lilja",2020,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1459556,diva-portal.org,3
Feedback: Translations from the IrRational,"… time, at age thirteen, that I experienced acoustic feedback in a musical-or any other-context. … electric guitar informed me that this was the sound of feedback, caused by leaving the guitar …",E Sharp,2025,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://books.google.com/books?hl=en&lr=&id=hiGIEQAAQBAJ&oi=fnd&pg=PP1&dq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&ots=1Orpb1XvV5&sig=otVv83NkNDOot1SwuCKj1p2oAJ4,books.google.com,0
Neural Audio Sculpting Towards Autonomous Multitrack Sonic Transformations,"… the emerging integration of deep learning techniques, … production pipelines creates a feedback loop wherein compositional … Bass and Guitar stems yielded more accurate reproductions, …",B Wira,2025,,Google Scholar,no,Contém palavra-chave de exclusão: composition,https://engrxiv.org/preprint/view/4957,engrxiv.org,1
Beat-Based Rhythm Quantization of MIDI Performances,"… We propose a confusion-based evaluation metric tailored to … Extending beyond piano, we adapted the model to guitar … -of-the-art probabilistic and deep learning-based approaches. We …","M Wachter, S Murgul, M Heizmann",2025,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://arxiv.org/abs/2508.19262,arxiv.org,0
Musical Source Separation Bake-Off: Comparing Objective Metrics with Human Perception,"… In this study, we conducted a largescale listener evaluation on … —encompassing remaining instruments such as guitar or piano. In … [8] as a novel deep-learning metric that compares the …","N Jaffe, JA Burgoyne",2025,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://arxiv.org/abs/2507.06917,arxiv.org,1
Mmau-pro: A challenging and comprehensive benchmark for holistic evaluation of audio general intelligence,"… For evaluation of multiaudio, for models that do not support multi-audio analysis, we … What is the selling point of the guitar solo around 2:45? Options: 1) Fast staccato notes, 2) …","S Kumar, Š Sedláček, V Lokegaonkar, F López, ...",2025,,Google Scholar,no,Relacionado a guitarra/aprendizado mas não menciona IA/ML,https://arxiv.org/abs/2508.13992,arxiv.org,10
AI Technologies in Music Education: Personalized Learning for Elementary School Students,"… feedback based on predefined rules [1]. However, with advancements in artificial intelligence, particularly in machine learning and … mances on instruments like guitar and piano, offering …","LV Mandaric, E Brajkovic",2025,,Google Scholar,no,Contém palavra-chave de exclusão: piano,https://books.google.com/books?hl=en&lr=&id=wSCOEQAAQBAJ&oi=fnd&pg=PA182&dq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&ots=3iEw6EnlUL&sig=usVMLi3pFmuKl9WK3F8CZ0fGjVs,books.google.com,0
