id,title,authors,year,abstract,doi,url,source_database,venue,language,document_type,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author Affiliations,Date Added To Xplore,Start Page,End Page,ISBNs,Funding Information,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Document Identifier,apc_list.value,apc_paid.value,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,funders.display_name,fwci,ids.pmid,is_retracted,open_access.is_oa,open_access.oa_status,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,type,include_title_abstract,exclusion_reason,notes
1725,Learning-Based Sampling Method for Point Cloud Segmentation,Y. An; J. Wang; L. He; F. Li,2024.0,"Light detection and ranging (LiDAR) has become one of the most important sensors in 3-D perception. With the advancement of sensor technology, the point cloud data generated by LiDAR have also become increasingly large. There are difficulties in processing them directly, such as hardware limitations, computational costs, storage constraints, algorithmic considerations, and other factors. One of the most common solutions is to sample the point clouds. Learning-based downsampling methods have been proven to be effective in point cloud classification, registration, and reconstruction. However, the integration of downsampling techniques with segmentation tasks remains inadequately investigated. This is mainly because, for segmentation tasks, to achieve higher segmentation accuracy, the sampled points need more detailed information and complete structural information. This will greatly increase the difficulty of sampling. This article proposes a learning-based sampling method for point cloud segmentation task. Our research analyzes the spatial relationships within point clouds using a simplification network to generate sampled points. A bidirectional chamfer distance (CD) is used to ensure that the original and sampled points have similar structural characteristics. The experimental results demonstrate that our network, SampleSegNet, outperforms alternative sampling methods.",10.1109/jsen.2024.3410373,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555535,IEEE,IEEE Sensors Journal,,,,,,,,IEEE,,,,,,,1558-1748,,24,15.0,,,,,,,,,,,"Shaanxi Key Laboratory of Deep Space Exploration Intelligent Information Technology, School of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China; Shaanxi Key Laboratory of Deep Space Exploration Intelligent Information Technology, School of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China; Shaanxi Key Laboratory of Deep Space Exploration Intelligent Information Technology, School of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China; Shaanxi Key Laboratory of Deep Space Exploration Intelligent Information Technology, School of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China",31 Jul 2024,24140,24151,,National Science and Technology Major Project(grant numbers:2022ZD0115803); Key Research and Development Program of Shaanxi Province(grant numbers:2024GH-ZDXM-41); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2023-JC-JQ-51); ,Learning-based sampling method;point cloud;segmentation,Point cloud compression;Task analysis;Sampling methods;Three-dimensional displays;Laser radar;Accuracy;Bidirectional control,,5.0,,57.0,IEEE,12 Jun 2024,"1 Aug.1, 2024",,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: classification. Performance/feedback: accuracy, technique."
1738,HFBRI-MAE: Handcrafted Feature Based Rotation-Invariant Masked Autoencoder for 3D Point Cloud Analysis,X. Yin; D. Zhang; J. Yu; W. Cai,2025.0,"Self-supervised learning (SSL) has demonstrated remarkable success in 3D point cloud analysis, particularly through masked autoencoders (MAEs). However, existing MAE-based methods lack rotation invariance, leading to significant performance degradation when processing arbitrarily rotated point clouds in real-world scenarios. To address this limitation, we introduce Handcrafted Feature-Based Rotation-Invariant Masked Autoencoder (HFBRI-MAE), a novel framework that refines the MAE design with rotation-invariant handcrafted features to ensure stable feature learning across different orientations. By leveraging both rotation-invariant local and global features for token embedding and position embedding, HFBRI-MAE effectively eliminates rotational dependencies while preserving rich geometric structures. Additionally, we redefine the reconstruction target to a canonically aligned version of the input, mitigating rotational ambiguities. Extensive experiments on ModelNet40, ScanObjectNN, and ShapeNetPart demonstrate that HFBRI-MAE consistently outperforms existing methods in object classification, segmentation, and few-shot learning, highlighting its robustness and strong generalization ability in real-world 3D applications.",10.1109/ijcnn64981.2025.11227699,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11227699,IEEE,2025 International Joint Conference on Neural Networks (IJCNN),,,,,,,,IEEE,,,,,,,2161-4407,,,,,,,,,,,,,,"School of Computer Science, The University of Sydney, Sydney, Australia; School of Computer Science, The University of Sydney, Sydney, Australia; School of Computer Science, The University of Sydney, Sydney, Australia; School of Computer Science, The University of Sydney, Sydney, Australia",14 Nov 2025,1,9,979-8-3315-1042-8,,3D Point Cloud;Rotation Invariance;Masked Autoencoder,Point cloud compression;Representation learning;Solid modeling;Three-dimensional displays;Autoencoders;Neural networks;Self-supervised learning;Feature extraction;Robustness;Few shot learning,,2.0,,43.0,IEEE,14 Nov 2025,30 June-5 July 2025,30 June-5 July 2025,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: classification. Performance/feedback: performance."
1752,Algorithm for Correlation Analysis between Performers' Emotional State and Concentration based on Multimodal Feature Fusion in Music Performance Videos,S. Shuang,2025.0,"This study proposes an algorithm for analyzing the correlation between performers' emotional states and concentration levels in music performance videos based on multimodal feature fusion. This method first constructs a dual-path representation learning framework for trimodal features: audio, visual, and text/score. Furthermore, at the algorithmic level, the scaled dot-product sequence alignment (SDSA) method addresses the issue of inconsistent sampling rates and strides across modalities. During the feature fusion stage, the study devised a bi-level gated orthogonal segmented fusion mechanism, which fully leverages local and global cross-modal semantic information. Subsequently, a nonlinear state-space model is introduced to characterize the dynamic coupling relationship between emotion and concentration. Adversarial training is then used to suppress irrelevant factors. Finally, the study combines the kernelized Hilbert-Schmidt independence criterion (CHSIC) with copula modeling. This study conducted systematic experiments on the MPerf-EmoAttn dataset of self-built music performance videos. The results showed that the proposed method achieved Valence and Arousal Consistency Correlation Coefficients (CCCs) of 0.66 and 0.72, respectively, in the emotion recognition task. The average value at the cluster level reached 0.690, an improvement of over 10% over traditional early and late fusion methods. Furthermore, in the attention estimation task, the Pearson correlation coefficient reached 0.74 and the coefficient of determination (R2) reached 0.65. Furthermore, in characterizing the time-varying correlation between emotion and attention, the proposed method achieved the best performance in Pearson r, weighted canonical correlation (w-CCA ρ₁), and CHSIC, with the w-CCA ρ₁ reaching 0.78.",10.1109/icidca66325.2025.11280563,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280563,IEEE,2025 7th International Conference on Innovative Data Communication Technologies and Application (ICIDCA),,,,,,,,IEEE,,,,,,,,,,,,,,,,,,,,,"Zhengzhou Technical College, Zhengzhou, China",16 Dec 2025,1291,1297,979-8-3315-1414-3,,Multimodal Feature Fusion;Emotion Recognition;Attention/Concentration Analysis;Music Performance Vide;Correlation Analysis,Correlation coefficient;Training;Emotion recognition;Visualization;Correlation;Heuristic algorithms;Estimation;Logic gates;Multiple signal classification;Videos,,,,25.0,IEEE,16 Dec 2025,6-8 Oct. 2025,6-8 Oct. 2025,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: recognition. Performance/feedback: score, performance."
1765,FloW-Deformation-Aware Point Cloud Completion Network for 3D Metal Bent Tube,L. Wang; Z. -L. Wang; S. -Y. Zhang; C. Sun; J. -R. Tan,2026.0,"The task of completing shapes of complex curved surface components is a challenging yet crucial problem in industrial quality inspection. The hollow structures, irregular sectional profiles, and flexible trajectories of 3D bent tubes impose difficulties for precise shape completion. A deeper understanding of the material plastic flow mechanism enhances learning point clouds. This paper proposes a flow-deformation-aware point cloud completion network, FDANet, for industrial 3D metal plastic-formed bent tube. We exploit knowledge of plastic deformation during physical manufacturing processes to guide learning and preservation of geometric details. FDANet introduces an attention mechanism to dynamic graph convolution to learn the interactions between neighborhood nodes. An approximate prediction model of tube cross-sectional distortion is proposed, which injects section-dimensional features into FDANet and facilitates the learning of realistic defect shapes. We have further designed a global attention module in the transformer encoder to adaptively integrate sectional points into high-level features and summarize hierarchical geometrical information, which enables fine shape completion. FDANet shows superior completion performance for overall shape and profile details on our own multi-scale tube datasets as well as widely used benchmark datasets. Our code is available at https://github.com/wangle0816/FDANet.",10.26599/cvm.2025.9450443,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11303233,IEEE,Computational Visual Media,,,,,,,,TUP,,,,,,,2096-0662,,12,1.0,,,,,,,,,,,"State Key Lab of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, China; State Key Lab of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, China; State Key Lab of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, China; State Key Lab of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, China; State Key Lab of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, China",2 Feb 2026,123,140,,"National Natural Science Foundation of China(grant numbers:U20A20287,52275274); ",3D point clouds;shape completion;plastic metal forming;attention mechanism;graph convolution,Shape;Point cloud compression;Deformation;Feature extraction;Three-dimensional displays;Plastics;Distortion;Bending;Transformers;Metals,,,,54.0,,17 Dec 2025,February 2026,,TUP Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: transformer, prediction. Performance/feedback: adaptive, performance."
1772,From Notation to Gesture: Virtual Conductor Gesture Generation in VR Via Structured Score Semantics,H. Ma; Y. Shen; W. Liang; Y. Jia,2025.0,"Conductor avatar plays a dual role in immersive Virtual Reality (VR) interactive systems by interpreting musical scores and guiding orchestral performance. Rule-based score-driven methods ensure precise synchronization with predefined conducting templates or videos, but are constrained by pre-authored data. Audio-driven frameworks offer greater adaptability through real-time gesture generation but often fail to capture the symbolic semantics of musical scores. To overcome these limitations, we propose a novel score-driven gesture generation framework that translates symbolic musical representations into plausible conducting gestures. Our approach adopts a two-stage architecture, combining a comparative learning stage for pre-training a score encoder with a generative learning stage for gesture synthesis. The score encoder explicitly models musical features such as tempo, chord, intensity, and cycle semantics, directly informing gesture generation. To support this research, we introduce Multimodal Symphonic Conducting Dataset (MSCD), the first synchronized dataset comprising conducting gestures, performance audio, and editable symbolic scores, effectively bridging the gap between musical semantics and gesture synthesis. Qualitative and quantitative analyses are provided to demonstrate the effectiveness of our approach, while a user study is designed to identify the strengths and limitations of the current work.",10.1109/ismar67309.2025.00070,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11220522,IEEE,2025 IEEE International Symposium on Mixed and Augmented Reality (ISMAR),,,,,,,,IEEE,,,,,,,2473-0726,,,,,,,,,,,,,,Shenzhen MSU-BIT University; Beijing Institute of Technology; Beijing Institute of Technology; Shenzhen MSU-BIT University,11 Nov 2025,603,613,979-8-3315-8761-1,Natural Science Foundation of Shenzhen(grant numbers:JCYJ20230807142703006); ,human-computer interaction;symphony;virtual reality,Solid modeling;Analytical models;Statistical analysis;Semantics;Noise reduction;Music;Conductors;Real-time systems;Synchronization;Videos,,,,61.0,IEEE,11 Nov 2025,8-12 Oct. 2025,8-12 Oct. 2025,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante: há guitarra/violão e análise de performance, feedback ou avaliação, mas a técnica de IA não aparece claramente no título/resumo. Instrumento: chord. Performance/feedback: score, tempo, performance."
1779,Point Cloud Analysis Under Slight Perturbations: A Manifold Distillation Approach Using Raw Coordinates,X. Xu; T. Zhang; H. Liu; F. Wei; H. Xiong; W. Yu,2026.0,"Point cloud is often regarded as a discrete sampling of Riemannian manifold and plays a pivotal role in the 3D image interpretation. Particularly, rotation perturbation, an unexpected small change in rotation caused by various factors (like equipment offset, system instability, measurement errors and so on), can easily lead to the inferior results in point cloud learning tasks. However, classical point cloud learning methods are sensitive to rotation perturbation, and the existing networks with rotation robustness also have much room for improvements in terms of performance and noise tolerance. Given these, this paper remodels the point cloud from the perspective of manifold as well as designs a manifold distillation method to achieve the robustness of rotation perturbation without any coordinate transformation. In brief, during the training phase, we introduce a teacher network to learn the rotation robustness information and transfer this information to the student network through online distillation. In the inference phase, the student network directly utilizes the raw 3D coordinate information to achieve the robustness of rotation perturbation. Experiments carried out on four different datasets verify the effectiveness of our method. On average, on the ModelNet40 and ScanObjectNN classification datasets with random rotation perturbations, our method improves classification accuracy by 4.41% and 3.65%, respectively, compared to popular rotation-robust networks. Similarly, on the ShapeNet and S3DIS segmentation datasets, our method achieves improvements in mIoU of 6.96% and 5.12%, respectively. Furthermore, the experimental results also demonstrate that our algorithm exhibits higher computational efficiency and stronger resistance to noise and outliers.",10.1109/tcsvt.2025.3612367,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11175224,IEEE,IEEE Transactions on Circuits and Systems for Video Technology,,,,,,,,IEEE,,,,,,,1558-2205,,36,3.0,,,,,,,,,,,"Shanghai Key Laboratory of Intelligent Sensing and Recognition, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Intelligent Sensing and Recognition, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; Intelligent Photoelectric Sensing Institute, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Intelligent Sensing and Recognition, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Intelligent Sensing and Recognition, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Intelligent Sensing and Recognition, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China",6 Mar 2026,3539,3555,,National Natural Science Foundation of China(grant numbers:62201343); ,Point cloud;rotation perturbation robustness;manifold distillation;3D coordinate information;noise and outliers,Manifolds;Point cloud compression;Perturbation methods;Robustness;Three-dimensional displays;Feature extraction;Noise;Data mining;Convolution;Training,,,,63.0,IEEE,22 Sep 2025,March 2026,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: student, learning. IA: classification. Performance/feedback: accuracy, performance."
1808,Decision Threshold Learning in the Basal Ganglia for Multiple Alternatives,T. Griffith; S. -A. Baker; N. F. Lepora,2025.0,"In recent years, researchers have integrated the historically separate, reinforcement learning (RL), and evidence-accumulation-to-bound approaches to decision modeling. A particular outcome of these efforts has been the RL-DDM, a model that combines value learning through reinforcement with a diffusion decision model (DDM). While the RL-DDM is a conceptually elegant extension of the original DDM, it faces a similar problem to the DDM in that it does not scale well to decisions with more than two options. Furthermore, in its current form, the RL-DDM lacks flexibility when it comes to adapting to rapid, context-cued changes in the reward environment. The question of how to best extend combined RL and DDM models so they can handle multiple choices remains open. Moreover, it is currently unclear how these algorithmic solutions should map to neurophysical processes in the brain, particularly in relation to so-called go/no-go-type models of decision making in the basal ganglia. Here, we propose a solution that addresses these issues by combining a previously proposed decision model based on the multichoice sequential probability ratio test (MSPRT), with a dual-pathway model of decision threshold learning in the basal ganglia region of the brain. Our model learns decision thresholds to optimize the trade-off between time cost and the cost of errors and so efficiently allocates the amount of time for decision deliberation. In addition, the model is context dependent and hence flexible to changes to the speed-accuracy trade-off (SAT) in the environment. Furthermore, the model reproduces the magnitude effect, a phenomenon seen experimentally in value-based decisions and is agnostic to the types of evidence and so can be used on perceptual decisions, value-based decisions, and other types of modeled evidence. The broader significance of the model is that it contributes to the active research area of how learning systems interact by linking the previously separate models of RL-DDM to dopaminergic models of motivation and risk taking in the basal ganglia, as well as scaling to multiple alternatives.",10.1162/neco_a_01760,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11048846,IEEE,Neural Computation,,,,,,,,MIT Press,,,,,,,0899-7667,,37,7.0,,,,,,,,,,,"School of Engineering Mathematics and Technology, University of Bristol, Bristol, BS8 1TW, U.K.; and School of Psychology, Cardiff University, Cardiff, CF10 3AT, U.K.; School of Engineering Mathematics and Technology, University of Bristol, Bristol, BS8 1TW, U.K.; School of Engineering Mathematics and Technology, University of Bristol, Bristol, BS8 1TW, U.K.",24 Jun 2025,1256,1287,,,,,,,,,,24 Jun 2025,17 June 2025,,MIT Press Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: reinforcement learning. Performance/feedback: accuracy."
1875,Separation of Electric Guitar Sound based on stacked Recurrent Neural Network,W. -H. Lai; S. -L. Wang,2020.0,"Most audio source separation-related studies have been speech/singing separation, and those on musical instruments separation have been relatively scant. In this research, a stacked recurrent neural network was used to train a model to extract electric guitar sound from mixtures of electric guitar and other musical instruments. Objective assessment scores indicate that the proposed method can extract the electric guitar sounds from the musical mixtures successfully.",10.1109/taai51410.2020.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9382435,IEEE,2020 International Conference on Technologies and Applications of Artificial Intelligence (TAAI),,,,,,,,IEEE,,,,,,,2376-6824,,,,,,,,,,,,,,"dept. of Computer and Communication Engineering, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan; College of Engineering, Ph.D. Program in Engineering Science and Technology, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan",23 Mar 2021,52,55,978-1-6654-0380-1,,Electric Guitar;Audio Separation;stacked Recurrent Neural Network;Gated Recurrent Unit,Training;Performance evaluation;Recurrent neural networks;Instruments;Music;Data models;Music information retrieval,,,,22.0,IEEE,23 Mar 2021,3-5 Dec. 2020,3-5 Dec. 2020,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,sim,,"Incluído automaticamente: estudo relacionado a guitarra/violão, IA e ensino, aprendizagem, feedback ou análise de performance. Instrumento: guitar, electric guitar. IA: neural network, recurrent neural network. Educação: . Performance/feedback: assessment, score."
1876,Spectrogram-Based Deep Learning for Flute Audition Assessment and Intelligent Feedback,M. Agarwal; R. Greer,2023.0,"Performers of classical music require a blend of technical precision and artistic expression in their output, and this fusion, often referred to as “musicality,” is considered vital to performance quality. This paper introduces an innovative approach that leverages deep learning and LLMs to simultaneously evaluate and coach musicians using recorded performances on a variety of performance metrics at varying levels of subjectivity. A case study, centered around flute players performing a challenging excerpt from Ravel’s “Daphnis et Chloé,” demonstrates the proposed model’s capabilities. Feedback is generated by a large-language model based on machine-assessed quality, learned from human judgments. The model showcases promise in bridging the gap between technical precision and human expression in classical music performance assessment and provides a foundation for expanding the repertoire of assessed pieces and advancing the integration of AI in classical music education.",10.1109/ism59092.2023.00045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10473475,IEEE,2023 IEEE International Symposium on Multimedia (ISM),,,,,,,,IEEE,,,,,,,,,,,,,,,,,,,,,"Herricks High School, New Hyde Park, USA; Department of Electrical & Computer Engineering, University of California San Diego, La Jolla, USA",20 Mar 2024,238,242,979-8-3503-9576-1,,spectrogram analysis;deep learning in music;quality assessment;feedback systems;artificial intelligence in music education,Deep learning;Measurement;Multimedia systems;Music;Artificial intelligence;Spectrogram,,6.0,,7.0,IEEE,20 Mar 2024,11-13 Dec. 2023,11-13 Dec. 2023,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: music education, learning, education. IA: ai, deep learning. Performance/feedback: performance assessment, feedback, assessment, feedback, performance."
1877,Estimation and Tonal Analysis of the Angle of Attack in a Classical Guitar Performance,C. T. Tolentino; F. De Leon,2021.0,"The classical guitar tone can be controlled by a number of gestural parameters performed by the player, including the plucking point position, the angle of attack, and the angle of release. In this study, we developed a video-based approach for estimating the angle of attack from a classical guitar performance. Our angle of attack estimation system achieved an average absolute error of 3.32 degrees on our data set containing 270 samples with varying angles of attack and plucking point positions. Moreover, we discovered through statistical analysis that the two gestural parameters indeed significantly affect the audio feature that describes the degree of brightness of the produced guitar sound, namely the spectral centroid. We were able to generate regression models with fair regression scores that correlate the spectral centroid with the two gestural parameters, and we further discovered that the regression scores decrease with increasing fundamental frequency of the classical guitar sound.",10.1109/tencon54134.2021.9707361,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707361,IEEE,TENCON 2021 - 2021 IEEE Region 10 Conference (TENCON),,,,,,,,IEEE,,,,,,,2159-3450,,,,,,,,,,,,,,"Electrical and Electronics Engineering Institute University of the Philippines, Diliman Quezon City, Philippines; Electrical and Electronics Engineering Institute University of the Philippines, Diliman Quezon City, Philippines",16 Feb 2022,551,555,978-1-6654-9532-5,,Classical Guitar;Computer Vision;Digital Signal Processing;Music Information Retrieval,Statistical analysis;Conferences;Brightness;Measurement uncertainty;Estimation;Production;Information retrieval,,1.0,,16.0,IEEE,16 Feb 2022,7-10 Dec. 2021,7-10 Dec. 2021,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante: há guitarra/violão e análise de performance, feedback ou avaliação, mas a técnica de IA não aparece claramente no título/resumo. Instrumento: guitar, classical guitar, guitar performance. Performance/feedback: score, performance."
1880,GuitarGuru: A Realtime Guitar Chords Detection System,V. Nagpurkar; N. Pattankar; T. Nayak; A. D’Souza; N. Henriques,2023.0,"The guitar is one of the most popular and widely used instruments. The guitar’s popularity makes it an obvious choice for many who wish to learn an instrument. And due to its popularity, there are many materials available to learn with. Learning guitar can be a fun and exciting experience for a budding musician but unfortunately with the resources available today learning an instrument without the aid of a professional musician can be challenging and tricky. The available systems do not completely help the guitarists to identify the chords. An alternative to taking music classes is to follow online courses or applications to learn the guitar but these methods come with their own set of drawbacks. Hence there is a need for a system that will help the guitarists with the same. This is where the GuitarGuru system comes in. Our main aim is to combine the best elements of various methods of learning the guitar into one ultimate application while leaving out the failures and drawbacks that come with these methods. We want to make it easier for budding musicians as well as experienced guitarists to learn, analyze and track their performance to make faster progress while learning this sophisticated and beautiful instrument. We plan to make, the GuitarGuru system to be a one-stop shop for all budding musicians that want to make quick progress on learning and mastering the guitar most efficiently without the aid of an actual musical instructor or an online course that doesn’t provide any live feedback. When words fail, music speaks.",10.1109/cscita55725.2023.10104798,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10104798,IEEE,"2023 International Conference on Communication System, Computing and IT Applications (CSCITA)",,,,,,,,IEEE,,,,,,,,,,,,,,,,,,,,,"Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India",20 Apr 2023,107,112,978-1-6654-5987-7,,CNN;Guitar Chord Recognition;Neural Networks;TensorFlow;Keras;OpenCV;Mediapipe.,Measurement;Communication systems;Instruments;Music,,1.0,,8.0,IEEE,20 Apr 2023,31 March-1 April 2023,31 March-1 April 2023,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante: há guitarra/violão e análise de performance, feedback ou avaliação, mas a técnica de IA não aparece claramente no título/resumo. Instrumento: guitar, guitarist, guitarists, chord, chords. Performance/feedback: feedback, feedback, performance."
1881,Research on music information retrieval algorithm based on deep learning,X. Yuan,2022.0,"With the exponential growth of various network resources, the use of search engine has become one of the most basic skills of everyone in today's society, and an efficient information retrieval model is also of more significance. The traditional text-based music information retrieval method can retrieve music data by inputting text information such as song name, composer, singer and album name. The content-based music information retrieval queries the target music through the input music melody information. In the actual music information retrieval scene, there is interaction between the user and the retrieval model. The user gives feedback on the retrieval results, and the retrieval model returns a new page of document according to this feedback. The existing ranking learning model regards ranking as a one-time process, ignores user feedback, and the ranking effect needs to be improved. With the increasing demand for digital music information and the continuous expansion of application fields based on massive music data sets, content-based music information retrieval method is attracting more and more researchers' attention.",10.23919/wac55640.2022.9934127,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934127,IEEE,2022 World Automation Congress (WAC),,,,,,,,IEEE,,,,,,,2154-4824,,,,,,,,,,,,,,"Xianyang Normal University, shannxi, China",8 Nov 2022,522,526,979-8-88831-444-9,,Deep learning;Music information;retrieval,Deep learning;Learning systems;Gradient methods;Education;Reinforcement learning;Search engines;Recording,,1.0,,6.0,,8 Nov 2022,11-15 Oct. 2022,11-15 Oct. 2022,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning. Performance/feedback: feedback, feedback."
1882,Fretnet: Continuous-Valued Pitch Contour Streaming For Polyphonic Guitar Tablature Transcription,F. Cwitkowitz; T. Hirvonen; A. Klapuri,2023.0,"In recent years, the task of Automatic Music Transcription (AMT), whereby various attributes of music notes are estimated from audio, has received increasing attention. At the same time, the related task of Multi-Pitch Estimation (MPE) remains a challenging but necessary component of almost all AMT approaches, even if only implicitly. In the context of AMT, pitch information is typically quantized to the nominal pitches of the Western music scale. Even in more general contexts, MPE systems typically produce pitch predictions with some degree of quantization. In certain applications of AMT, such as Guitar Tablature Transcription (GTT), it is more meaningful to estimate continuous-valued pitch contours. Guitar tablature has the capacity to represent various playing techniques, some of which involve pitch modulation. Contemporary approaches to AMT do not adequately address pitch modulation, and offer only less quantization at the expense of more model complexity. In this paper, we present a GTT formulation that estimates continuous-valued pitch contours, grouping them according to their string and fret of origin. We demonstrate that for this task, the proposed method significantly improves the resolution of MPE and simultaneously yields tablature estimation results competitive with baseline models.",10.1109/icassp49357.2023.10094825,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10094825,IEEE,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,,,,IEEE,,,,,,,2379-190X,,,,,,,,,,,,,,University of Rochester; Yousician; Yousician,5 May 2023,1,5,978-1-7281-6327-7,,continuous-valued multi-pitch estimation;guitar tablature transcription;automatic music transcription;pitch contour streaming;pitch modulation,Degradation;Quantization (signal);Instruments;Modulation;Estimation;Multiple signal classification;Complexity theory,,8.0,,23.0,IEEE,5 May 2023,4-10 June 2023,4-10 June 2023,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,sim,,"Incluído automaticamente: estudo relacionado a guitarra/violão, IA e ensino, aprendizagem, feedback ou análise de performance. Instrumento: guitar, guitar tablature, tablature. IA: prediction. Educação: . Performance/feedback: pitch, tempo, technique, playing technique, tablature transcription, music transcription."
